audit_id,audit_date,store_id,sku_id,visibility_score,shelf_compliance,audit_issue
AUD002528,2026-06-01,S006,SKU0028,84.21,Compliant,Unknown
AUD002529,2026-06-01,S006,SKU0029,8.33,Non-Compliant,Low Visibility
AUD002530,2026-06-01,S006,SKU0030,48.65,Non-Compliant,Low Visibility
AUD002531,2026-06-01,S006,SKU0031,63.64,Compliant,Unknown
AUD002532,2026-06-01,S006,SKU0032,66.67,Compliant,Unknown
AUD002533,2026-06-01,S006,SKU0033,72.73,Non-Compliant,Misplaced Product
AUD002534,2026-06-01,S006,SKU0034,67.65,Compliant,Unknown
AUD002535,2026-06-01,S006,SKU0035,22.73,Non-Compliant,Low Visibility
AUD002536,2026-06-01,S006,SKU0036,67.57,Compliant,Unknown
AUD002537,2026-06-01,S006,SKU0037,84.21,Compliant,Unknown
AUD002538,2026-06-01,S006,SKU0038,20.0,Non-Compliant,Low Visibility
AUD002539,2026-06-01,S006,SKU0039,91.67,Compliant,Unknown
AUD002540,2026-06-01,S006,SKU0040,86.67,Compliant,Unknown
AUD002541,2026-06-01,S006,SKU0041,88.24,Compliant,Unknown
AUD002542,2026-06-01,S006,SKU0042,50.0,Non-Compliant,Misplaced Product
AUD002543,2026-06-01,S006,SKU0043,100.0,Compliant,Unknown
AUD002544,2026-06-01,S006,SKU0044,12.5,Non-Compliant,Low Visibility
AUD002545,2026-06-01,S006,SKU0045,51.61,Compliant,Unknown
AUD002546,2026-06-01,S006,SKU0046,53.85,Compliant,Unknown
AUD002547,2026-06-01,S006,SKU0047,31.25,Non-Compliant,Low Visibility
AUD002548,2026-06-01,S006,SKU0048,64.29,Compliant,Unknown
AUD002549,2026-06-01,S006,SKU0049,90.91,Compliant,Unknown
AUD002550,2026-06-01,S006,SKU0050,44.83,Non-Compliant,Low Visibility
AUD002551,2026-06-01,S006,SKU0051,97.06,Compliant,Unknown
AUD002552,2026-06-01,S006,SKU0052,32.0,Non-Compliant,Low Visibility
AUD002553,2026-06-01,S006,SKU0053,60.0,Compliant,Unknown
AUD002554,2026-06-01,S006,SKU0054,13.33,Non-Compliant,Low Visibility
AUD002555,2026-06-01,S006,SKU0055,30.0,Non-Compliant,Low Visibility
AUD002556,2026-06-01,S006,SKU0056,97.22,Compliant,Unknown
AUD002557,2026-06-01,S006,SKU0057,77.27,Compliant,Unknown
AUD002558,2026-06-01,S006,SKU0058,90.91,Compliant,Unknown
AUD002559,2026-06-01,S006,SKU0059,34.78,Non-Compliant,Low Visibility
AUD002560,2026-06-01,S006,SKU0060,51.43,Compliant,Unknown
AUD002561,2026-06-01,S006,SKU0061,64.29,Compliant,Unknown
AUD002562,2026-06-01,S006,SKU0062,69.23,Compliant,Unknown
AUD002563,2026-06-01,S006,SKU0063,84.62,Compliant,Unknown
AUD002564,2026-06-01,S006,SKU0064,57.89,Compliant,Unknown
AUD002565,2026-06-01,S006,SKU0065,57.14,Compliant,Unknown
AUD002566,2026-06-01,S006,SKU0066,75.86,Compliant,Unknown
AUD002567,2026-06-01,S006,SKU0067,25.0,Non-Compliant,Low Visibility
AUD002568,2026-06-01,S006,SKU0068,25.0,Non-Compliant,Low Visibility
AUD002569,2026-06-01,S006,SKU0069,100.0,Compliant,Unknown
AUD002570,2026-06-01,S006,SKU0070,86.11,Compliant,Unknown
AUD002571,2026-06-01,S006,SKU0071,74.29,Compliant,Unknown
AUD002572,2026-06-01,S006,SKU0072,78.95,Compliant,Unknown
AUD002573,2026-06-01,S006,SKU0073,33.33,Non-Compliant,Low Visibility
AUD002574,2026-06-01,S006,SKU0074,13.64,Non-Compliant,Low Visibility
AUD002575,2026-06-01,S006,SKU0075,83.78,Compliant,Unknown
AUD002576,2026-06-01,S006,SKU0076,91.67,Compliant,Unknown
AUD002577,2026-06-01,S006,SKU0077,34.48,Non-Compliant,Low Visibility
AUD002578,2026-06-01,S006,SKU0078,85.19,Compliant,Unknown
AUD002579,2026-06-01,S006,SKU0079,27.27,Non-Compliant,Low Visibility
AUD002580,2026-06-01,S006,SKU0080,22.22,Non-Compliant,Low Visibility
AUD002581,2026-06-01,S006,SKU0081,96.15,Compliant,Unknown
AUD002582,2026-06-01,S006,SKU0082,0.0,Non-Compliant,Stock Out
AUD002583,2026-06-01,S006,SKU0083,43.48,Non-Compliant,Low Visibility
AUD002584,2026-06-01,S006,SKU0084,92.31,Compliant,Unknown
AUD002585,2026-06-01,S006,SKU0085,64.71,Compliant,Unknown
AUD002586,2026-06-01,S006,SKU0086,36.84,Non-Compliant,Low Visibility
AUD002587,2026-06-01,S006,SKU0087,50.0,Compliant,Unknown
AUD002588,2026-06-01,S006,SKU0088,64.52,Non-Compliant,Misplaced Product
AUD002589,2026-06-01,S006,SKU0089,66.67,Compliant,Unknown
AUD002590,2026-06-01,S006,SKU0090,89.29,Compliant,Unknown
AUD002591,2026-06-01,S006,SKU0091,38.71,Non-Compliant,Low Visibility
AUD002592,2026-06-01,S006,SKU0092,73.68,Compliant,Unknown
AUD002593,2026-06-01,S006,SKU0093,0.0,Non-Compliant,Stock Out
AUD002594,2026-06-01,S006,SKU0094,52.38,Compliant,Unknown
AUD002595,2026-06-01,S006,SKU0095,35.29,Non-Compliant,Low Visibility
AUD002596,2026-06-01,S006,SKU0096,51.52,Compliant,Unknown
AUD002597,2026-06-01,S006,SKU0097,93.33,Compliant,Unknown
AUD002598,2026-06-01,S006,SKU0098,52.94,Compliant,Unknown
AUD002599,2026-06-01,S006,SKU0099,28.57,Non-Compliant,Low Visibility
AUD002600,2026-06-01,S006,SKU0100,68.0,Compliant,Unknown
AUD002601,2026-06-01,S006,SKU0101,50.0,Compliant,Unknown
AUD002602,2026-06-01,S006,SKU0102,27.27,Non-Compliant,Low Visibility
AUD002603,2026-06-01,S006,SKU0103,0.0,Non-Compliant,Stock Out
AUD002604,2026-06-01,S006,SKU0104,92.11,Compliant,Unknown
AUD002605,2026-06-01,S006,SKU0105,60.0,Compliant,Unknown
AUD002606,2026-06-01,S006,SKU0106,56.67,Compliant,Unknown
AUD002607,2026-06-01,S006,SKU0107,43.48,Non-Compliant,Low Visibility
AUD002608,2026-06-01,S006,SKU0108,73.33,Compliant,Unknown
AUD002609,2026-06-01,S006,SKU0109,84.62,Non-Compliant,Misplaced Product
AUD002610,2026-06-01,S006,SKU0110,47.37,Non-Compliant,Low Visibility
AUD002611,2026-06-01,S006,SKU0111,0.0,Non-Compliant,Stock Out
AUD002612,2026-06-01,S006,SKU0112,38.89,Non-Compliant,Low Visibility
AUD002613,2026-06-01,S006,SKU0113,54.55,Compliant,Unknown
AUD002614,2026-06-01,S006,SKU0114,77.78,Compliant,Unknown
AUD002615,2026-06-01,S006,SKU0115,54.05,Compliant,Unknown
AUD002616,2026-06-01,S006,SKU0116,93.33,Compliant,Unknown
AUD002617,2026-06-01,S006,SKU0117,61.11,Compliant,Unknown
AUD002618,2026-06-01,S006,SKU0118,30.0,Non-Compliant,Low Visibility
AUD002619,2026-06-01,S006,SKU0119,93.1,Compliant,Unknown
AUD002620,2026-06-01,S006,SKU0120,56.25,Compliant,Unknown
AUD002621,2026-06-01,S006,SKU0121,36.67,Non-Compliant,Low Visibility
AUD002622,2026-06-01,S006,SKU0122,83.87,Compliant,Unknown
AUD002623,2026-06-01,S006,SKU0123,50.0,Compliant,Unknown
AUD002624,2026-06-01,S006,SKU0124,0.0,Non-Compliant,Stock Out
AUD002625,2026-06-01,S006,SKU0125,42.86,Non-Compliant,Low Visibility
AUD002626,2026-06-01,S006,SKU0126,9.52,Non-Compliant,Low Visibility
AUD002627,2026-06-01,S006,SKU0127,13.33,Non-Compliant,Low Visibility
AUD002628,2026-06-01,S006,SKU0128,46.67,Non-Compliant,Low Visibility
AUD002629,2026-06-01,S006,SKU0129,97.06,Compliant,Unknown
AUD002630,2026-06-01,S006,SKU0130,100.0,Compliant,Unknown
AUD002631,2026-06-01,S006,SKU0131,39.13,Non-Compliant,Low Visibility
AUD002632,2026-06-01,S006,SKU0132,100.0,Compliant,Unknown
AUD002633,2026-06-01,S006,SKU0133,48.15,Non-Compliant,Low Visibility
AUD002634,2026-06-01,S006,SKU0134,87.88,Compliant,Unknown
AUD002635,2026-06-01,S006,SKU0135,61.54,Compliant,Unknown
AUD002636,2026-06-01,S006,SKU0136,12.5,Non-Compliant,Low Visibility
AUD002637,2026-06-01,S006,SKU0137,66.67,Compliant,Unknown
AUD002638,2026-06-01,S006,SKU0138,0.0,Non-Compliant,Stock Out
AUD002639,2026-06-01,S006,SKU0139,0.0,Non-Compliant,Stock Out
AUD002640,2026-06-01,S006,SKU0140,68.75,Compliant,Unknown
AUD002641,2026-06-01,S006,SKU0141,0.0,Non-Compliant,Stock Out
AUD002642,2026-06-01,S006,SKU0142,40.74,Non-Compliant,Low Visibility
AUD002643,2026-06-01,S006,SKU0143,76.19,Compliant,Unknown
AUD002644,2026-06-01,S006,SKU0144,40.0,Non-Compliant,Low Visibility
AUD002645,2026-06-01,S006,SKU0145,54.29,Compliant,Unknown
AUD002646,2026-06-01,S006,SKU0146,61.54,Compliant,Unknown
AUD002647,2026-06-01,S006,SKU0147,70.97,Compliant,Unknown
AUD002648,2026-06-01,S006,SKU0148,86.21,Compliant,Unknown
AUD002649,2026-06-01,S006,SKU0149,78.57,Compliant,Unknown
AUD002650,2026-06-01,S006,SKU0150,52.0,Compliant,Unknown
AUD002651,2026-06-01,S006,SKU0151,44.44,Non-Compliant,Low Visibility
AUD002652,2026-06-01,S006,SKU0152,0.0,Non-Compliant,Stock Out
AUD002653,2026-06-01,S006,SKU0153,80.0,Compliant,Unknown
AUD002654,2026-06-01,S006,SKU0154,47.22,Non-Compliant,Low Visibility
AUD002655,2026-06-01,S006,SKU0155,50.0,Compliant,Unknown
AUD002656,2026-06-01,S006,SKU0156,25.0,Non-Compliant,Low Visibility
AUD002657,2026-06-01,S006,SKU0157,59.38,Compliant,Unknown
AUD002658,2026-06-01,S006,SKU0158,0.0,Non-Compliant,Stock Out
AUD002659,2026-06-01,S006,SKU0159,84.21,Compliant,Unknown
AUD002660,2026-06-01,S006,SKU0160,55.26,Compliant,Unknown
AUD002661,2026-06-01,S006,SKU0161,29.41,Non-Compliant,Low Visibility
AUD002662,2026-06-01,S006,SKU0162,59.38,Compliant,Unknown
AUD002663,2026-06-01,S006,SKU0163,29.41,Non-Compliant,Low Visibility
AUD002664,2026-06-01,S006,SKU0164,57.89,Compliant,Unknown
AUD002665,2026-06-01,S006,SKU0165,51.52,Compliant,Unknown
AUD002666,2026-06-01,S006,SKU0166,5.26,Non-Compliant,Low Visibility
AUD002667,2026-06-01,S006,SKU0167,73.68,Compliant,Unknown
AUD002668,2026-06-01,S006,SKU0168,82.05,Compliant,Unknown
AUD002669,2026-06-01,S006,SKU0169,33.33,Non-Compliant,Low Visibility
AUD002670,2026-06-01,S006,SKU0170,0.0,Non-Compliant,Stock Out
AUD002671,2026-06-01,S006,SKU0171,75.0,Compliant,Unknown
AUD002672,2026-06-01,S006,SKU0172,76.92,Compliant,Unknown
AUD002673,2026-06-01,S006,SKU0173,91.89,Compliant,Unknown
AUD002674,2026-06-01,S006,SKU0174,96.67,Compliant,Unknown
AUD002675,2026-06-01,S006,SKU0175,75.0,Compliant,Unknown
AUD002676,2026-06-01,S006,SKU0176,61.76,Compliant,Unknown
AUD002677,2026-06-01,S006,SKU0177,47.83,Non-Compliant,Low Visibility
AUD002678,2026-06-01,S006,SKU0178,83.33,Compliant,Unknown
AUD002679,2026-06-01,S006,SKU0179,93.1,Compliant,Unknown
AUD002680,2026-06-01,S006,SKU0180,57.89,Compliant,Unknown
AUD002681,2026-06-01,S006,SKU0181,69.23,Compliant,Unknown
AUD002682,2026-06-01,S006,SKU0182,97.44,Compliant,Unknown
AUD002683,2026-06-01,S006,SKU0183,91.3,Compliant,Unknown
AUD002684,2026-06-01,S006,SKU0184,92.86,Compliant,Unknown
AUD002685,2026-06-01,S006,SKU0185,90.48,Compliant,Unknown
AUD002686,2026-06-01,S006,SKU0186,95.83,Compliant,Unknown
AUD002687,2026-06-01,S006,SKU0187,50.0,Non-Compliant,Misplaced Product
AUD002688,2026-06-01,S006,SKU0188,30.43,Non-Compliant,Low Visibility
AUD002689,2026-06-01,S006,SKU0189,0.0,Non-Compliant,Stock Out
AUD002690,2026-06-01,S006,SKU0190,59.38,Compliant,Unknown
AUD002691,2026-06-01,S006,SKU0191,81.48,Compliant,Unknown
AUD002692,2026-06-01,S006,SKU0192,96.15,Compliant,Unknown
AUD002693,2026-06-01,S006,SKU0193,21.74,Non-Compliant,Low Visibility
AUD002694,2026-06-01,S006,SKU0194,8.33,Non-Compliant,Low Visibility
AUD002695,2026-06-01,S006,SKU0195,92.11,Non-Compliant,Misplaced Product
AUD002696,2026-06-01,S006,SKU0196,51.85,Compliant,Unknown
AUD002697,2026-06-01,S006,SKU0197,51.35,Compliant,Unknown
AUD002698,2026-06-01,S006,SKU0198,82.14,Compliant,Unknown
AUD002699,2026-06-01,S006,SKU0199,83.33,Compliant,Unknown
AUD002700,2026-06-01,S006,SKU0200,23.08,Non-Compliant,Low Visibility
AUD002701,2026-06-01,S006,SKU0201,73.33,Compliant,Unknown
AUD002702,2026-06-01,S006,SKU0202,82.05,Compliant,Unknown
AUD002703,2026-06-01,S006,SKU0203,56.41,Compliant,Unknown
AUD002704,2026-06-01,S006,SKU0204,30.0,Non-Compliant,Low Visibility
AUD002705,2026-06-01,S006,SKU0205,55.26,Compliant,Unknown
AUD002706,2026-06-01,S006,SKU0206,53.85,Compliant,Unknown
AUD002707,2026-06-01,S006,SKU0207,32.14,Non-Compliant,Low Visibility
AUD002708,2026-06-01,S006,SKU0208,0.0,Non-Compliant,Stock Out
AUD002709,2026-06-01,S006,SKU0209,82.76,Compliant,Unknown
AUD002710,2026-06-01,S006,SKU0210,50.0,Compliant,Unknown
AUD002711,2026-06-01,S006,SKU0211,60.0,Compliant,Unknown
AUD002712,2026-06-01,S006,SKU0212,85.71,Compliant,Unknown
AUD002713,2026-06-01,S006,SKU0213,18.18,Non-Compliant,Low Visibility
AUD002714,2026-06-01,S006,SKU0214,20.0,Non-Compliant,Low Visibility
AUD002715,2026-06-01,S006,SKU0215,57.14,Compliant,Unknown
AUD002716,2026-06-01,S006,SKU0216,0.0,Non-Compliant,Stock Out
AUD002717,2026-06-01,S006,SKU0217,64.71,Compliant,Unknown
AUD002718,2026-06-01,S006,SKU0218,86.96,Compliant,Unknown
AUD002719,2026-06-01,S006,SKU0219,78.26,Compliant,Unknown
AUD002720,2026-06-01,S006,SKU0220,63.16,Compliant,Unknown
AUD002721,2026-06-01,S006,SKU0221,82.86,Compliant,Unknown
AUD002722,2026-06-01,S006,SKU0222,71.79,Compliant,Unknown
AUD002723,2026-06-01,S006,SKU0223,78.12,Compliant,Unknown
AUD002724,2026-06-01,S006,SKU0224,70.0,Compliant,Unknown
AUD002725,2026-06-01,S006,SKU0225,93.33,Compliant,Unknown
AUD002726,2026-06-01,S006,SKU0226,0.0,Non-Compliant,Stock Out
AUD002727,2026-06-01,S006,SKU0227,56.76,Compliant,Unknown
AUD002728,2026-06-01,S006,SKU0228,35.0,Non-Compliant,Low Visibility
AUD002729,2026-06-01,S006,SKU0229,45.71,Non-Compliant,Low Visibility
AUD002730,2026-06-01,S006,SKU0230,71.79,Compliant,Unknown
AUD002731,2026-06-01,S006,SKU0231,90.0,Compliant,Unknown
AUD002732,2026-06-01,S006,SKU0232,94.74,Compliant,Unknown
AUD002733,2026-06-01,S006,SKU0233,75.0,Compliant,Unknown
AUD002734,2026-06-01,S006,SKU0234,89.66,Non-Compliant,Misplaced Product
AUD002735,2026-06-01,S006,SKU0235,54.55,Compliant,Unknown
AUD002736,2026-06-01,S006,SKU0236,21.05,Non-Compliant,Low Visibility
AUD002737,2026-06-01,S006,SKU0237,45.83,Non-Compliant,Low Visibility
AUD002738,2026-06-01,S006,SKU0238,61.54,Compliant,Unknown
AUD002739,2026-06-01,S006,SKU0239,73.68,Compliant,Unknown
AUD002740,2026-06-01,S006,SKU0240,94.87,Compliant,Unknown
AUD002741,2026-06-01,S006,SKU0241,84.62,Compliant,Unknown
AUD002742,2026-06-01,S006,SKU0242,90.32,Compliant,Unknown
AUD002743,2026-06-01,S006,SKU0243,100.0,Compliant,Unknown
AUD002744,2026-06-01,S006,SKU0244,100.0,Compliant,Unknown
AUD002745,2026-06-01,S006,SKU0245,42.31,Non-Compliant,Low Visibility
AUD002746,2026-06-01,S006,SKU0246,84.21,Non-Compliant,Misplaced Product
AUD002747,2026-06-01,S006,SKU0247,82.14,Compliant,Unknown
AUD002748,2026-06-01,S006,SKU0248,58.82,Compliant,Unknown
AUD002749,2026-06-01,S006,SKU0249,32.14,Non-Compliant,Low Visibility
AUD002750,2026-06-01,S006,SKU0250,28.0,Non-Compliant,Low Visibility
AUD002751,2026-06-01,S006,SKU0251,40.0,Non-Compliant,Low Visibility
AUD002752,2026-06-01,S006,SKU0252,57.14,Compliant,Unknown
AUD002753,2026-06-01,S006,SKU0253,76.47,Compliant,Unknown
AUD002754,2026-06-01,S006,SKU0254,25.0,Non-Compliant,Low Visibility
AUD002755,2026-06-01,S006,SKU0255,0.0,Non-Compliant,Stock Out
AUD002756,2026-06-01,S006,SKU0256,56.52,Compliant,Unknown
AUD002757,2026-06-01,S006,SKU0257,75.0,Compliant,Unknown
AUD002758,2026-06-01,S006,SKU0258,0.0,Non-Compliant,Stock Out
AUD002759,2026-06-01,S006,SKU0259,86.96,Compliant,Unknown
AUD002760,2026-06-01,S006,SKU0260,76.32,Compliant,Unknown
AUD002761,2026-06-01,S006,SKU0261,52.94,Compliant,Unknown
AUD002762,2026-06-01,S006,SKU0262,88.24,Compliant,Unknown
AUD002763,2026-06-01,S006,SKU0263,41.94,Non-Compliant,Low Visibility
AUD002764,2026-06-01,S006,SKU0264,94.87,Compliant,Unknown
AUD002765,2026-06-01,S006,SKU0265,25.0,Non-Compliant,Low Visibility
AUD002766,2026-06-01,S006,SKU0266,67.86,Compliant,Unknown
AUD002767,2026-06-01,S006,SKU0267,55.56,Compliant,Unknown
AUD002768,2026-06-01,S006,SKU0268,14.29,Non-Compliant,Low Visibility
AUD002769,2026-06-01,S006,SKU0269,58.06,Compliant,Unknown
AUD002770,2026-06-01,S006,SKU0270,57.69,Compliant,Unknown
AUD002771,2026-06-01,S006,SKU0271,13.64,Non-Compliant,Low Visibility
AUD002772,2026-06-01,S006,SKU0272,45.45,Non-Compliant,Low Visibility
AUD002773,2026-06-01,S006,SKU0273,93.94,Compliant,Unknown
AUD002774,2026-06-01,S006,SKU0274,85.71,Compliant,Unknown
AUD002775,2026-06-01,S006,SKU0275,61.54,Compliant,Unknown
AUD002776,2026-06-01,S006,SKU0276,45.71,Non-Compliant,Low Visibility
AUD002777,2026-06-01,S006,SKU0277,73.91,Non-Compliant,Misplaced Product
AUD002778,2026-06-01,S006,SKU0278,80.77,Compliant,Unknown
AUD002779,2026-06-01,S006,SKU0279,80.0,Compliant,Unknown
AUD002780,2026-06-01,S006,SKU0280,0.0,Non-Compliant,Stock Out
AUD002781,2026-06-01,S006,SKU0281,84.62,Compliant,Unknown
AUD002782,2026-06-01,S006,SKU0282,14.29,Non-Compliant,Low Visibility
AUD002783,2026-06-01,S006,SKU0283,80.0,Compliant,Unknown
AUD002784,2026-06-01,S006,SKU0284,42.42,Non-Compliant,Low Visibility
AUD002785,2026-06-01,S006,SKU0285,78.79,Compliant,Unknown
AUD002786,2026-06-01,S006,SKU0286,62.16,Compliant,Unknown
AUD002787,2026-06-01,S006,SKU0287,50.0,Compliant,Unknown
AUD002788,2026-06-01,S006,SKU0288,47.22,Non-Compliant,Low Visibility
AUD002789,2026-06-01,S006,SKU0289,60.0,Compliant,Unknown
AUD002790,2026-06-01,S006,SKU0290,81.82,Compliant,Unknown
AUD002791,2026-06-01,S006,SKU0291,37.5,Non-Compliant,Low Visibility
AUD002792,2026-06-01,S006,SKU0292,0.0,Non-Compliant,Stock Out
AUD002793,2026-06-01,S006,SKU0293,0.0,Non-Compliant,Stock Out
AUD002794,2026-06-01,S006,SKU0294,50.0,Compliant,Unknown
AUD002795,2026-06-01,S006,SKU0295,81.08,Compliant,Unknown
AUD002796,2026-06-01,S006,SKU0296,13.33,Non-Compliant,Low Visibility
AUD002797,2026-06-01,S006,SKU0297,61.11,Compliant,Unknown
AUD002798,2026-06-01,S006,SKU0298,66.67,Compliant,Unknown
AUD002799,2026-06-01,S006,SKU0299,18.18,Non-Compliant,Low Visibility
AUD002800,2026-06-01,S006,SKU0300,54.17,Compliant,Unknown
AUD002801,2026-06-01,S006,SKU0301,61.76,Compliant,Unknown
AUD002802,2026-06-01,S006,SKU0302,91.67,Compliant,Unknown
AUD002803,2026-06-01,S006,SKU0303,75.0,Compliant,Unknown
AUD002804,2026-06-01,S006,SKU0304,72.0,Compliant,Unknown
AUD002805,2026-06-01,S006,SKU0305,81.25,Compliant,Unknown
AUD002806,2026-06-01,S006,SKU0306,70.0,Compliant,Unknown
AUD002807,2026-06-01,S006,SKU0307,89.74,Non-Compliant,Misplaced Product
AUD002808,2026-06-01,S006,SKU0308,91.67,Compliant,Unknown
AUD002809,2026-06-01,S006,SKU0309,86.96,Compliant,Unknown
AUD002810,2026-06-01,S006,SKU0310,89.74,Compliant,Unknown
AUD002811,2026-06-01,S006,SKU0311,0.0,Non-Compliant,Stock Out
AUD002812,2026-06-01,S006,SKU0312,43.48,Non-Compliant,Low Visibility
AUD002813,2026-06-01,S006,SKU0313,48.57,Non-Compliant,Low Visibility
AUD002814,2026-06-01,S006,SKU0314,41.67,Non-Compliant,Low Visibility
AUD002815,2026-06-01,S006,SKU0315,75.76,Compliant,Unknown
AUD002816,2026-06-01,S006,SKU0316,81.08,Compliant,Unknown
AUD002817,2026-06-01,S006,SKU0317,75.76,Compliant,Unknown
AUD002818,2026-06-01,S006,SKU0318,39.29,Non-Compliant,Low Visibility
AUD002819,2026-06-01,S006,SKU0319,81.82,Compliant,Unknown
AUD002820,2026-06-01,S006,SKU0320,0.0,Non-Compliant,Stock Out
AUD002821,2026-06-01,S006,SKU0321,72.41,Compliant,Unknown
AUD002822,2026-06-01,S006,SKU0322,78.95,Compliant,Unknown
AUD002823,2026-06-01,S006,SKU0323,83.33,Compliant,Unknown
AUD002824,2026-06-01,S006,SKU0324,87.1,Compliant,Unknown
AUD002825,2026-06-01,S006,SKU0325,0.0,Non-Compliant,Stock Out
AUD002826,2026-06-01,S006,SKU0326,0.0,Non-Compliant,Stock Out
AUD002827,2026-06-01,S006,SKU0327,57.69,Compliant,Unknown
AUD002828,2026-06-01,S006,SKU0328,51.72,Compliant,Unknown
AUD002829,2026-06-01,S006,SKU0329,62.86,Compliant,Unknown
AUD002830,2026-06-01,S006,SKU0330,33.33,Non-Compliant,Low Visibility
AUD002831,2026-06-01,S006,SKU0331,74.19,Compliant,Unknown
AUD002832,2026-06-01,S006,SKU0332,40.0,Non-Compliant,Low Visibility
AUD002833,2026-06-01,S006,SKU0333,16.67,Non-Compliant,Low Visibility
AUD002834,2026-06-01,S006,SKU0334,91.67,Compliant,Unknown
AUD002835,2026-06-01,S006,SKU0335,54.84,Compliant,Unknown
AUD002836,2026-06-01,S006,SKU0336,43.33,Non-Compliant,Low Visibility
AUD002837,2026-06-01,S006,SKU0337,89.19,Compliant,Unknown
AUD002838,2026-06-01,S006,SKU0338,100.0,Compliant,Unknown
AUD002839,2026-06-01,S006,SKU0339,48.57,Non-Compliant,Low Visibility
AUD002840,2026-06-01,S006,SKU0340,0.0,Non-Compliant,Stock Out
AUD002841,2026-06-01,S006,SKU0341,84.62,Compliant,Unknown
AUD002842,2026-06-01,S006,SKU0342,71.43,Compliant,Unknown
AUD002843,2026-06-01,S006,SKU0343,45.83,Non-Compliant,Low Visibility
AUD002844,2026-06-01,S006,SKU0344,75.68,Compliant,Unknown
AUD002845,2026-06-01,S006,SKU0345,60.0,Compliant,Unknown
AUD002846,2026-06-01,S006,SKU0346,81.48,Compliant,Unknown
AUD002847,2026-06-01,S006,SKU0347,64.86,Compliant,Unknown
AUD002848,2026-06-01,S006,SKU0348,48.39,Non-Compliant,Low Visibility
AUD002849,2026-06-01,S006,SKU0349,35.71,Non-Compliant,Low Visibility
AUD002850,2026-06-01,S006,SKU0350,43.48,Non-Compliant,Low Visibility
AUD002851,2026-06-01,S006,SKU0351,70.59,Compliant,Unknown
AUD002852,2026-06-01,S006,SKU0352,100.0,Compliant,Unknown
AUD002853,2026-06-01,S006,SKU0353,97.3,Compliant,Unknown
AUD002854,2026-06-01,S006,SKU0354,91.89,Compliant,Unknown
AUD002855,2026-06-01,S006,SKU0355,73.33,Compliant,Unknown
AUD002856,2026-06-01,S006,SKU0356,76.92,Compliant,Unknown
AUD002857,2026-06-01,S006,SKU0357,96.0,Compliant,Unknown
AUD002858,2026-06-01,S006,SKU0358,44.44,Non-Compliant,Low Visibility
AUD002859,2026-06-01,S006,SKU0359,41.18,Non-Compliant,Low Visibility
AUD002860,2026-06-01,S006,SKU0360,71.05,Compliant,Unknown
AUD002861,2026-06-01,S006,SKU0361,62.5,Compliant,Unknown
AUD002862,2026-06-01,S006,SKU0362,0.0,Non-Compliant,Stock Out
AUD002863,2026-06-01,S006,SKU0363,25.0,Non-Compliant,Low Visibility
AUD002864,2026-06-01,S006,SKU0364,88.24,Compliant,Unknown
AUD002865,2026-06-01,S006,SKU0365,100.0,Compliant,Unknown
AUD002866,2026-06-01,S006,SKU0366,100.0,Compliant,Unknown
AUD002867,2026-06-01,S006,SKU0367,84.85,Compliant,Unknown
AUD002868,2026-06-01,S006,SKU0368,35.0,Non-Compliant,Low Visibility
AUD002869,2026-06-01,S006,SKU0369,10.0,Non-Compliant,Low Visibility
AUD002870,2026-06-01,S006,SKU0370,0.0,Non-Compliant,Stock Out
AUD002871,2026-06-01,S006,SKU0371,0.0,Non-Compliant,Stock Out
AUD002872,2026-06-01,S006,SKU0372,13.64,Non-Compliant,Low Visibility
AUD002873,2026-06-01,S006,SKU0373,86.49,Compliant,Unknown
AUD002874,2026-06-01,S006,SKU0374,63.16,Compliant,Unknown
AUD002875,2026-06-01,S006,SKU0375,100.0,Compliant,Unknown
AUD002876,2026-06-01,S006,SKU0376,56.25,Compliant,Unknown
AUD002877,2026-06-01,S006,SKU0377,28.0,Non-Compliant,Low Visibility
AUD002878,2026-06-01,S006,SKU0378,91.67,Compliant,Unknown
AUD002879,2026-06-01,S006,SKU0379,91.67,Compliant,Unknown
AUD002880,2026-06-01,S006,SKU0380,33.33,Non-Compliant,Low Visibility
AUD002881,2026-06-01,S006,SKU0381,97.3,Compliant,Unknown
AUD002882,2026-06-01,S006,SKU0382,63.33,Compliant,Unknown
AUD002883,2026-06-01,S006,SKU0383,44.44,Non-Compliant,Low Visibility
AUD002884,2026-06-01,S006,SKU0384,45.71,Non-Compliant,Low Visibility
AUD002885,2026-06-01,S006,SKU0385,88.0,Compliant,Unknown
AUD002886,2026-06-01,S006,SKU0386,73.68,Compliant,Unknown
AUD002887,2026-06-01,S006,SKU0387,90.0,Compliant,Unknown
AUD002888,2026-06-01,S006,SKU0388,69.23,Compliant,Unknown
AUD002889,2026-06-01,S006,SKU0389,95.83,Compliant,Unknown
AUD002890,2026-06-01,S006,SKU0390,75.0,Compliant,Unknown
AUD002891,2026-06-01,S006,SKU0391,100.0,Compliant,Unknown
AUD002892,2026-06-01,S006,SKU0392,67.65,Compliant,Unknown
AUD002893,2026-06-01,S006,SKU0393,66.67,Compliant,Unknown
AUD002894,2026-06-01,S006,SKU0394,78.57,Compliant,Unknown
AUD002895,2026-06-01,S006,SKU0395,5.88,Non-Compliant,Low Visibility
AUD002896,2026-06-01,S006,SKU0396,78.57,Compliant,Unknown
