"sku_id","product_name","brand","category","unit_price"
"SKU0321","Harpic Product 321","Harpic","Household",130.18
"SKU0053","Dove Product 53","Dove","Personal Care",115.14
"SKU0435","Doritos Product 435","Doritos","Snacks",382.31
"SKU0197","Harvest Gold Product 197","Harvest Gold","Bakery",75.61
"SKU0049","Ariel Product 49","Ariel","Household",443.58
"SKU0119","Ariel Product 119","Ariel","Household",339.71
"SKU0242","Amul Product 242","Amul","Dairy",351.38
"SKU0317","Modern Product 317","Modern","Bakery",384.46
"SKU0163","Bingo Product 163","Bingo","Snacks",67.52
"SKU0208","Red Bull Product 208","Red Bull","Beverages",263.71
"SKU0312","Pringles Product 312","Pringles","Snacks",383.12
"SKU0243","Britannia Product 243","Britannia","Bakery",390.05
"SKU0438","Doritos Product 438","Doritos","Snacks",153.91
"SKU0158","Surf Excel Product 158","Surf Excel","Household",294.47
"SKU0097","Lizol Product 97","Lizol","Household",160.18
"SKU0333","Pringles Product 333","Pringles","Snacks",383.06
"SKU0384","Lizol Product 384","Lizol","Household",461.26
"SKU0183","Britannia Product 183","Britannia","Bakery",192.23
"SKU0346","Harpic Product 346","Harpic","Household",82.07
"SKU0483","Modern Product 483","Modern","Bakery",53.88
"SKU0189","Nestle Product 189","Nestle","Dairy",172.07
"SKU0463","Red Bull Product 463","Red Bull","Beverages",386.14
"SKU0211","Coca Cola Product 211","Coca Cola","Beverages",304.58
"SKU0426","Red Bull Product 426","Red Bull","Beverages",97.10
"SKU0356","Harvest Gold Product 356","Harvest Gold","Bakery",405.07
"SKU0324","Harvest Gold Product 324","Harvest Gold","Bakery",171.17
"SKU0249","Britannia Product 249","Britannia","Dairy",141.45
"SKU0266","Harvest Gold Product 266","Harvest Gold","Bakery",233.24
"SKU0212","Pears Product 212","Pears","Personal Care",404.17
"SKU0078","Nestle Product 78","Nestle","Dairy",20.45
"SKU0043","Harpic Product 43","Harpic","Household",424.20
"SKU0088","Doritos Product 88","Doritos","Snacks",398.88
"SKU0162","Harpic Product 162","Harpic","Household",275.67
"SKU0485","Sprite Product 485","Sprite","Beverages",134.05
"SKU0066","Fanta Product 66","Fanta","Beverages",172.96
"SKU0495","Modern Product 495","Modern","Bakery",95.79
"SKU0129","Lizol Product 129","Lizol","Household",369.25
"SKU0394","Kurkure Product 394","Kurkure","Snacks",427.97
"SKU0235","Harvest Gold Product 235","Harvest Gold","Bakery",52.98
