"audit_id","audit_date","store_id","sku_id","visibility_score","shelf_compliance","audit_issue"
"AUD005216","2026-06-01","S011","SKU0216",100.00,"Non-Compliant","Misplaced Product"
"AUD005217","2026-06-01","S011","SKU0217",60.00,"Compliant","None"
"AUD005218","2026-06-01","S011","SKU0218",72.22,"Compliant","None"
"AUD005219","2026-06-01","S011","SKU0219",48.48,"Non-Compliant","Low Visibility"
"AUD005220","2026-06-01","S011","SKU0220",58.97,"Compliant","None"
"AUD005221","2026-06-01","S011","SKU0221",31.82,"Non-Compliant","Low Visibility"
"AUD005222","2026-06-01","S011","SKU0222",75.76,"Compliant","None"
"AUD005223","2026-06-01","S011","SKU0223",14.29,"Non-Compliant","Low Visibility"
"AUD005224","2026-06-01","S011","SKU0224",56.25,"Compliant","None"
"AUD005225","2026-06-01","S011","SKU0225",50.00,"Compliant","None"
"AUD005226","2026-06-01","S011","SKU0226",0.00,"Non-Compliant","Stock Out"
"AUD005227","2026-06-01","S011","SKU0227",88.89,"Compliant","None"
"AUD005228","2026-06-01","S011","SKU0228",100.00,"Compliant","None"
"AUD005229","2026-06-01","S011","SKU0229",88.24,"Compliant","None"
"AUD005230","2026-06-01","S011","SKU0230",100.00,"Compliant","None"
"AUD005231","2026-06-01","S011","SKU0231",0.00,"Non-Compliant","Stock Out"
"AUD005232","2026-06-01","S011","SKU0232",53.57,"Compliant","None"
"AUD005233","2026-06-01","S011","SKU0233",52.00,"Compliant","None"
"AUD005234","2026-06-01","S011","SKU0234",15.38,"Non-Compliant","Low Visibility"
"AUD005235","2026-06-01","S011","SKU0235",57.58,"Compliant","None"
"AUD005236","2026-06-01","S011","SKU0236",63.89,"Compliant","None"
"AUD005237","2026-06-01","S011","SKU0237",97.44,"Compliant","None"
"AUD005238","2026-06-01","S011","SKU0238",15.00,"Non-Compliant","Low Visibility"
"AUD005239","2026-06-01","S011","SKU0239",59.09,"Compliant","None"
"AUD005240","2026-06-01","S011","SKU0240",62.96,"Compliant","None"
"AUD005241","2026-06-01","S011","SKU0241",47.83,"Non-Compliant","Low Visibility"
"AUD005242","2026-06-01","S011","SKU0242",47.37,"Non-Compliant","Low Visibility"
"AUD005243","2026-06-01","S011","SKU0243",81.48,"Compliant","None"
"AUD005244","2026-06-01","S011","SKU0244",33.33,"Non-Compliant","Low Visibility"
"AUD005245","2026-06-01","S011","SKU0245",83.33,"Compliant","None"
"AUD005246","2026-06-01","S011","SKU0246",50.00,"Compliant","None"
"AUD005247","2026-06-01","S011","SKU0247",60.00,"Compliant","None"
"AUD005248","2026-06-01","S011","SKU0248",58.82,"Compliant","None"
"AUD005249","2026-06-01","S011","SKU0249",15.79,"Non-Compliant","Low Visibility"
"AUD005250","2026-06-01","S011","SKU0250",64.86,"Compliant","None"
"AUD005251","2026-06-01","S011","SKU0251",17.65,"Non-Compliant","Low Visibility"
"AUD005252","2026-06-01","S011","SKU0252",63.64,"Compliant","None"
"AUD005253","2026-06-01","S011","SKU0253",96.55,"Compliant","None"
"AUD005254","2026-06-01","S011","SKU0254",100.00,"Compliant","None"
"AUD005255","2026-06-01","S011","SKU0255",56.76,"Compliant","None"
"AUD005256","2026-06-01","S011","SKU0256",23.81,"Non-Compliant","Low Visibility"
"AUD005257","2026-06-01","S011","SKU0257",26.09,"Non-Compliant","Low Visibility"
"AUD005258","2026-06-01","S011","SKU0258",75.00,"Compliant","None"
"AUD005259","2026-06-01","S011","SKU0259",79.31,"Compliant","None"
"AUD005260","2026-06-01","S011","SKU0260",85.19,"Compliant","None"
"AUD005261","2026-06-01","S011","SKU0261",97.14,"Non-Compliant","Misplaced Product"
"AUD005262","2026-06-01","S011","SKU0262",56.25,"Compliant","None"
"AUD005263","2026-06-01","S011","SKU0263",64.29,"Compliant","None"
"AUD005264","2026-06-01","S011","SKU0264",0.00,"Non-Compliant","Stock Out"
"AUD005265","2026-06-01","S011","SKU0265",31.82,"Non-Compliant","Low Visibility"
"AUD005266","2026-06-01","S011","SKU0266",0.00,"Non-Compliant","Stock Out"
"AUD005267","2026-06-01","S011","SKU0267",64.29,"Compliant","None"
"AUD005268","2026-06-01","S011","SKU0268",26.67,"Non-Compliant","Low Visibility"
"AUD005269","2026-06-01","S011","SKU0269",29.17,"Non-Compliant","Low Visibility"
"AUD005270","2026-06-01","S011","SKU0270",95.45,"Compliant","None"
"AUD005271","2026-06-01","S011","SKU0271",75.76,"Compliant","None"
"AUD005272","2026-06-01","S011","SKU0272",77.78,"Compliant","None"
"AUD005273","2026-06-01","S011","SKU0273",100.00,"Compliant","None"
"AUD005274","2026-06-01","S011","SKU0274",36.36,"Non-Compliant","Low Visibility"
"AUD005275","2026-06-01","S011","SKU0275",66.67,"Compliant","None"
"AUD005276","2026-06-01","S011","SKU0276",30.77,"Non-Compliant","Low Visibility"
"AUD005277","2026-06-01","S011","SKU0277",76.00,"Compliant","None"
"AUD005278","2026-06-01","S011","SKU0278",16.67,"Non-Compliant","Low Visibility"
"AUD005279","2026-06-01","S011","SKU0279",57.89,"Compliant","None"
"AUD005280","2026-06-01","S011","SKU0280",44.44,"Non-Compliant","Low Visibility"
"AUD005281","2026-06-01","S011","SKU0281",57.14,"Compliant","None"
"AUD005282","2026-06-01","S011","SKU0282",82.35,"Compliant","None"
"AUD005283","2026-06-01","S011","SKU0283",47.06,"Non-Compliant","Low Visibility"
"AUD005284","2026-06-01","S011","SKU0284",26.92,"Non-Compliant","Low Visibility"
"AUD005285","2026-06-01","S011","SKU0285",30.77,"Non-Compliant","Low Visibility"
"AUD005286","2026-06-01","S011","SKU0286",47.22,"Non-Compliant","Low Visibility"
"AUD005287","2026-06-01","S011","SKU0287",80.00,"Compliant","None"
"AUD005288","2026-06-01","S011","SKU0288",34.62,"Non-Compliant","Low Visibility"
"AUD005289","2026-06-01","S011","SKU0289",100.00,"Compliant","None"
"AUD005290","2026-06-01","S011","SKU0290",96.30,"Compliant","None"
"AUD005291","2026-06-01","S011","SKU0291",85.29,"Compliant","None"
"AUD005292","2026-06-01","S011","SKU0292",95.65,"Compliant","None"
"AUD005293","2026-06-01","S011","SKU0293",62.86,"Compliant","None"
"AUD005294","2026-06-01","S011","SKU0294",62.86,"Compliant","None"
"AUD005295","2026-06-01","S011","SKU0295",0.00,"Non-Compliant","Stock Out"
"AUD005296","2026-06-01","S011","SKU0296",0.00,"Non-Compliant","Stock Out"
"AUD005297","2026-06-01","S011","SKU0297",100.00,"Compliant","None"
"AUD005298","2026-06-01","S011","SKU0298",100.00,"Compliant","None"
"AUD005299","2026-06-01","S011","SKU0299",91.30,"Compliant","None"
"AUD005300","2026-06-01","S011","SKU0300",55.56,"Compliant","None"
"AUD005301","2026-06-01","S011","SKU0301",50.00,"Compliant","None"
"AUD005302","2026-06-01","S011","SKU0302",63.89,"Compliant","None"
"AUD005303","2026-06-01","S011","SKU0303",27.78,"Non-Compliant","Low Visibility"
"AUD005304","2026-06-01","S011","SKU0304",60.00,"Compliant","None"
"AUD005305","2026-06-01","S011","SKU0305",85.71,"Compliant","None"
"AUD005306","2026-06-01","S011","SKU0306",30.77,"Non-Compliant","Low Visibility"
"AUD005307","2026-06-01","S011","SKU0307",27.27,"Non-Compliant","Low Visibility"
"AUD005308","2026-06-01","S011","SKU0308",5.88,"Non-Compliant","Low Visibility"
"AUD005309","2026-06-01","S011","SKU0309",68.42,"Compliant","None"
"AUD005310","2026-06-01","S011","SKU0310",61.29,"Compliant","None"
"AUD005311","2026-06-01","S011","SKU0311",94.74,"Compliant","None"
"AUD005312","2026-06-01","S011","SKU0312",0.00,"Non-Compliant","Stock Out"
"AUD005313","2026-06-01","S011","SKU0313",77.27,"Compliant","None"
"AUD005314","2026-06-01","S011","SKU0314",76.92,"Compliant","None"
"AUD005315","2026-06-01","S011","SKU0315",87.88,"Compliant","None"
"AUD005316","2026-06-01","S011","SKU0316",0.00,"Non-Compliant","Stock Out"
"AUD005317","2026-06-01","S011","SKU0317",5.88,"Non-Compliant","Low Visibility"
"AUD005318","2026-06-01","S011","SKU0318",97.06,"Compliant","None"
"AUD005319","2026-06-01","S011","SKU0319",0.00,"Non-Compliant","Stock Out"
"AUD005320","2026-06-01","S011","SKU0320",0.00,"Non-Compliant","Stock Out"
"AUD005321","2026-06-01","S011","SKU0321",55.17,"Compliant","None"
"AUD005322","2026-06-01","S011","SKU0322",35.71,"Non-Compliant","Low Visibility"
"AUD005323","2026-06-01","S011","SKU0323",63.16,"Compliant","None"
"AUD005324","2026-06-01","S011","SKU0324",51.85,"Compliant","None"
"AUD005325","2026-06-01","S011","SKU0325",56.25,"Compliant","None"
"AUD005326","2026-06-01","S011","SKU0326",75.00,"Compliant","None"
"AUD005327","2026-06-01","S011","SKU0327",54.84,"Compliant","None"
"AUD005328","2026-06-01","S011","SKU0328",58.33,"Compliant","None"
"AUD005329","2026-06-01","S011","SKU0329",92.31,"Compliant","None"
"AUD005330","2026-06-01","S011","SKU0330",71.43,"Compliant","None"
"AUD005331","2026-06-01","S011","SKU0331",70.59,"Compliant","None"
"AUD005332","2026-06-01","S011","SKU0332",100.00,"Compliant","None"
"AUD005333","2026-06-01","S011","SKU0333",53.85,"Compliant","None"
"AUD005334","2026-06-01","S011","SKU0334",50.00,"Compliant","None"
"AUD005335","2026-06-01","S011","SKU0335",23.08,"Non-Compliant","Low Visibility"
"AUD005336","2026-06-01","S011","SKU0336",65.00,"Compliant","None"
"AUD005337","2026-06-01","S011","SKU0337",86.84,"Compliant","None"
"AUD005338","2026-06-01","S011","SKU0338",27.27,"Non-Compliant","Low Visibility"
"AUD005339","2026-06-01","S011","SKU0339",50.00,"Compliant","None"
"AUD005340","2026-06-01","S011","SKU0340",56.52,"Compliant","None"
"AUD005341","2026-06-01","S011","SKU0341",16.67,"Non-Compliant","Low Visibility"
"AUD005342","2026-06-01","S011","SKU0342",0.00,"Non-Compliant","Stock Out"
"AUD005343","2026-06-01","S011","SKU0343",27.27,"Non-Compliant","Low Visibility"
"AUD005344","2026-06-01","S011","SKU0344",44.00,"Non-Compliant","Low Visibility"
"AUD005345","2026-06-01","S011","SKU0345",0.00,"Non-Compliant","Stock Out"
"AUD005346","2026-06-01","S011","SKU0346",100.00,"Compliant","None"
"AUD005347","2026-06-01","S011","SKU0347",0.00,"Non-Compliant","Stock Out"
"AUD005348","2026-06-01","S011","SKU0348",100.00,"Compliant","None"
"AUD005349","2026-06-01","S011","SKU0349",5.56,"Non-Compliant","Low Visibility"
"AUD005350","2026-06-01","S011","SKU0350",82.61,"Compliant","None"
"AUD005351","2026-06-01","S011","SKU0351",8.33,"Non-Compliant","Low Visibility"
"AUD005352","2026-06-01","S011","SKU0352",5.26,"Non-Compliant","Low Visibility"
"AUD005353","2026-06-01","S011","SKU0353",84.21,"Compliant","None"
"AUD005354","2026-06-01","S011","SKU0354",14.29,"Non-Compliant","Low Visibility"
"AUD005355","2026-06-01","S011","SKU0355",65.00,"Compliant","None"
"AUD005356","2026-06-01","S011","SKU0356",85.71,"Compliant","None"
"AUD005357","2026-06-01","S011","SKU0357",7.14,"Non-Compliant","Low Visibility"
"AUD005358","2026-06-01","S011","SKU0358",0.00,"Non-Compliant","Stock Out"
"AUD005359","2026-06-01","S011","SKU0359",61.54,"Compliant","None"
"AUD005360","2026-06-01","S011","SKU0360",74.36,"Compliant","None"
"AUD005361","2026-06-01","S011","SKU0361",96.00,"Non-Compliant","Misplaced Product"
"AUD005362","2026-06-01","S011","SKU0362",55.56,"Compliant","None"
"AUD005363","2026-06-01","S011","SKU0363",46.67,"Non-Compliant","Low Visibility"
"AUD005364","2026-06-01","S011","SKU0364",76.47,"Non-Compliant","Misplaced Product"
"AUD005365","2026-06-01","S011","SKU0365",60.87,"Compliant","None"
"AUD005366","2026-06-01","S011","SKU0366",11.11,"Non-Compliant","Low Visibility"
"AUD005367","2026-06-01","S011","SKU0367",96.97,"Compliant","None"
"AUD005368","2026-06-01","S011","SKU0368",50.00,"Compliant","None"
"AUD005369","2026-06-01","S011","SKU0369",45.16,"Non-Compliant","Low Visibility"
"AUD005370","2026-06-01","S011","SKU0370",41.18,"Non-Compliant","Low Visibility"
"AUD005371","2026-06-01","S011","SKU0371",26.92,"Non-Compliant","Low Visibility"
"AUD005372","2026-06-01","S011","SKU0372",74.19,"Compliant","None"
"AUD005373","2026-06-01","S011","SKU0373",64.71,"Compliant","None"
"AUD005374","2026-06-01","S011","SKU0374",83.33,"Compliant","None"
"AUD005375","2026-06-01","S011","SKU0375",48.57,"Non-Compliant","Low Visibility"
"AUD005376","2026-06-01","S011","SKU0376",62.96,"Compliant","None"
"AUD005377","2026-06-01","S011","SKU0377",34.48,"Non-Compliant","Low Visibility"
"AUD005378","2026-06-01","S011","SKU0378",0.00,"Non-Compliant","Stock Out"
"AUD005379","2026-06-01","S011","SKU0379",73.33,"Compliant","None"
"AUD005380","2026-06-01","S011","SKU0380",80.77,"Compliant","None"
"AUD005381","2026-06-01","S011","SKU0381",70.27,"Compliant","None"
"AUD005382","2026-06-01","S011","SKU0382",68.18,"Compliant","None"
"AUD005383","2026-06-01","S011","SKU0383",37.04,"Non-Compliant","Low Visibility"
"AUD005384","2026-06-01","S011","SKU0384",23.53,"Non-Compliant","Low Visibility"
"AUD005385","2026-06-01","S011","SKU0385",10.53,"Non-Compliant","Low Visibility"
"AUD005386","2026-06-01","S011","SKU0386",0.00,"Non-Compliant","Stock Out"
"AUD005387","2026-06-01","S011","SKU0387",52.00,"Compliant","None"
"AUD005388","2026-06-01","S011","SKU0388",0.00,"Non-Compliant","Stock Out"
"AUD005389","2026-06-01","S011","SKU0389",0.00,"Non-Compliant","Stock Out"
"AUD005390","2026-06-01","S011","SKU0390",65.00,"Compliant","None"
"AUD005391","2026-06-01","S011","SKU0391",35.00,"Non-Compliant","Low Visibility"
"AUD005392","2026-06-01","S011","SKU0392",33.33,"Non-Compliant","Low Visibility"
"AUD005393","2026-06-01","S011","SKU0393",95.00,"Compliant","None"
"AUD005394","2026-06-01","S011","SKU0394",44.12,"Non-Compliant","Low Visibility"
"AUD005395","2026-06-01","S011","SKU0395",85.71,"Compliant","None"
"AUD005396","2026-06-01","S011","SKU0396",100.00,"Compliant","None"
"AUD005397","2026-06-01","S011","SKU0397",64.00,"Compliant","None"
"AUD005398","2026-06-01","S011","SKU0398",93.33,"Compliant","None"
"AUD005399","2026-06-01","S011","SKU0399",37.04,"Non-Compliant","Low Visibility"
"AUD005400","2026-06-01","S011","SKU0400",17.39,"Non-Compliant","Low Visibility"
"AUD005401","2026-06-01","S011","SKU0401",68.18,"Compliant","None"
"AUD005402","2026-06-01","S011","SKU0402",52.38,"Compliant","None"
"AUD005403","2026-06-01","S011","SKU0403",83.33,"Compliant","None"
"AUD005404","2026-06-01","S011","SKU0404",84.62,"Compliant","None"
"AUD005405","2026-06-01","S011","SKU0405",62.16,"Compliant","None"
"AUD005406","2026-06-01","S011","SKU0406",34.62,"Non-Compliant","Low Visibility"
"AUD005407","2026-06-01","S011","SKU0407",43.33,"Non-Compliant","Low Visibility"
"AUD005408","2026-06-01","S011","SKU0408",65.62,"Compliant","None"
"AUD005409","2026-06-01","S011","SKU0409",9.09,"Non-Compliant","Low Visibility"
"AUD005410","2026-06-01","S011","SKU0410",0.00,"Non-Compliant","Stock Out"
"AUD005411","2026-06-01","S011","SKU0411",52.00,"Compliant","None"
"AUD005412","2026-06-01","S011","SKU0412",73.91,"Compliant","None"
"AUD005413","2026-06-01","S011","SKU0413",54.17,"Compliant","None"
"AUD005414","2026-06-01","S011","SKU0414",70.37,"Compliant","None"
"AUD005415","2026-06-01","S011","SKU0415",45.45,"Non-Compliant","Low Visibility"
"AUD005416","2026-06-01","S011","SKU0416",91.67,"Compliant","None"
"AUD005417","2026-06-01","S011","SKU0417",60.53,"Compliant","None"
"AUD005418","2026-06-01","S011","SKU0418",95.24,"Compliant","None"
"AUD005419","2026-06-01","S011","SKU0419",76.47,"Compliant","None"
"AUD005420","2026-06-01","S011","SKU0420",42.86,"Non-Compliant","Low Visibility"
"AUD005421","2026-06-01","S011","SKU0421",37.93,"Non-Compliant","Low Visibility"
"AUD005422","2026-06-01","S011","SKU0422",53.85,"Compliant","None"
"AUD005423","2026-06-01","S011","SKU0423",85.00,"Compliant","None"
"AUD005424","2026-06-01","S011","SKU0424",84.62,"Compliant","None"
"AUD005425","2026-06-01","S011","SKU0425",60.53,"Compliant","None"
"AUD005426","2026-06-01","S011","SKU0426",11.11,"Non-Compliant","Low Visibility"
"AUD005427","2026-06-01","S011","SKU0427",78.79,"Compliant","None"
"AUD005428","2026-06-01","S011","SKU0428",23.53,"Non-Compliant","Low Visibility"
"AUD005429","2026-06-01","S011","SKU0429",42.42,"Non-Compliant","Low Visibility"
"AUD005430","2026-06-01","S011","SKU0430",33.33,"Non-Compliant","Low Visibility"
"AUD005431","2026-06-01","S011","SKU0431",0.00,"Non-Compliant","Stock Out"
"AUD005432","2026-06-01","S011","SKU0432",85.71,"Compliant","None"
"AUD005433","2026-06-01","S011","SKU0433",72.73,"Compliant","None"
"AUD005434","2026-06-01","S011","SKU0434",89.47,"Compliant","None"
"AUD005435","2026-06-01","S011","SKU0435",27.27,"Non-Compliant","Low Visibility"
"AUD005436","2026-06-01","S011","SKU0436",78.95,"Compliant","None"
"AUD005437","2026-06-01","S011","SKU0437",43.75,"Non-Compliant","Low Visibility"
"AUD005438","2026-06-01","S011","SKU0438",90.62,"Compliant","None"
"AUD005439","2026-06-01","S011","SKU0439",0.00,"Non-Compliant","Stock Out"
"AUD005440","2026-06-01","S011","SKU0440",55.56,"Compliant","None"
"AUD005441","2026-06-01","S011","SKU0441",0.00,"Non-Compliant","Stock Out"
"AUD005442","2026-06-01","S011","SKU0442",80.56,"Compliant","None"
"AUD005443","2026-06-01","S011","SKU0443",51.72,"Compliant","None"
"AUD005444","2026-06-01","S011","SKU0444",0.00,"Non-Compliant","Stock Out"
"AUD005445","2026-06-01","S011","SKU0445",13.64,"Non-Compliant","Low Visibility"
"AUD005446","2026-06-01","S011","SKU0446",53.33,"Compliant","None"
"AUD005447","2026-06-01","S011","SKU0447",94.74,"Compliant","None"
"AUD005448","2026-06-01","S011","SKU0448",74.07,"Compliant","None"
"AUD005449","2026-06-01","S011","SKU0449",13.33,"Non-Compliant","Low Visibility"
"AUD005450","2026-06-01","S011","SKU0450",52.38,"Compliant","None"
"AUD005451","2026-06-01","S011","SKU0451",47.37,"Non-Compliant","Low Visibility"
"AUD005452","2026-06-01","S011","SKU0452",94.44,"Compliant","None"
"AUD005453","2026-06-01","S011","SKU0453",45.45,"Non-Compliant","Low Visibility"
"AUD005454","2026-06-01","S011","SKU0454",76.19,"Compliant","None"
"AUD005455","2026-06-01","S011","SKU0455",95.83,"Compliant","None"
"AUD005456","2026-06-01","S011","SKU0456",50.00,"Compliant","None"
"AUD005457","2026-06-01","S011","SKU0457",67.65,"Compliant","None"
"AUD005458","2026-06-01","S011","SKU0458",25.00,"Non-Compliant","Low Visibility"
"AUD005459","2026-06-01","S011","SKU0459",41.94,"Non-Compliant","Low Visibility"
"AUD005460","2026-06-01","S011","SKU0460",48.15,"Non-Compliant","Low Visibility"
"AUD005461","2026-06-01","S011","SKU0461",62.96,"Compliant","None"
"AUD005462","2026-06-01","S011","SKU0462",77.42,"Compliant","None"
"AUD005463","2026-06-01","S011","SKU0463",100.00,"Compliant","None"
"AUD005464","2026-06-01","S011","SKU0464",80.00,"Compliant","None"
"AUD005465","2026-06-01","S011","SKU0465",97.14,"Compliant","None"
"AUD005466","2026-06-01","S011","SKU0466",26.67,"Non-Compliant","Low Visibility"
"AUD005467","2026-06-01","S011","SKU0467",71.43,"Compliant","None"
"AUD005468","2026-06-01","S011","SKU0468",26.67,"Non-Compliant","Low Visibility"
"AUD005469","2026-06-01","S011","SKU0469",87.18,"Compliant","None"
"AUD005470","2026-06-01","S011","SKU0470",100.00,"Compliant","None"
"AUD005471","2026-06-01","S011","SKU0471",67.65,"Compliant","None"
"AUD005472","2026-06-01","S011","SKU0472",17.39,"Non-Compliant","Low Visibility"
"AUD005473","2026-06-01","S011","SKU0473",86.36,"Compliant","None"
"AUD005474","2026-06-01","S011","SKU0474",50.00,"Non-Compliant","Misplaced Product"
"AUD005475","2026-06-01","S011","SKU0475",83.78,"Compliant","None"
"AUD005476","2026-06-01","S011","SKU0476",61.29,"Compliant","None"
"AUD005477","2026-06-01","S011","SKU0477",90.62,"Compliant","None"
"AUD005478","2026-06-01","S011","SKU0478",74.29,"Compliant","None"
"AUD005479","2026-06-01","S011","SKU0479",86.21,"Non-Compliant","Misplaced Product"
"AUD005480","2026-06-01","S011","SKU0480",97.44,"Compliant","None"
"AUD005481","2026-06-01","S011","SKU0481",23.81,"Non-Compliant","Low Visibility"
"AUD005482","2026-06-01","S011","SKU0482",0.00,"Non-Compliant","Stock Out"
"AUD005483","2026-06-01","S011","SKU0483",51.28,"Compliant","None"
"AUD005484","2026-06-01","S011","SKU0484",50.00,"Compliant","None"
"AUD005485","2026-06-01","S011","SKU0485",0.00,"Non-Compliant","Stock Out"
"AUD005486","2026-06-01","S011","SKU0486",41.38,"Non-Compliant","Low Visibility"
"AUD005487","2026-06-01","S011","SKU0487",100.00,"Compliant","None"
"AUD005488","2026-06-01","S011","SKU0488",0.00,"Non-Compliant","Stock Out"
"AUD005489","2026-06-01","S011","SKU0489",61.54,"Compliant","None"
"AUD005490","2026-06-01","S011","SKU0490",48.39,"Non-Compliant","Low Visibility"
"AUD005491","2026-06-01","S011","SKU0491",58.33,"Compliant","None"
"AUD005492","2026-06-01","S011","SKU0492",5.56,"Non-Compliant","Low Visibility"
"AUD005493","2026-06-01","S011","SKU0493",76.32,"Compliant","None"
"AUD005494","2026-06-01","S011","SKU0494",21.43,"Non-Compliant","Low Visibility"
"AUD005495","2026-06-01","S011","SKU0495",53.85,"Compliant","None"
"AUD005496","2026-06-01","S011","SKU0496",65.79,"Compliant","None"
"AUD005497","2026-06-01","S011","SKU0497",87.50,"Compliant","None"
"AUD005498","2026-06-01","S011","SKU0498",50.00,"Compliant","None"
"AUD005499","2026-06-01","S011","SKU0499",36.36,"Non-Compliant","Low Visibility"
"AUD005500","2026-06-01","S011","SKU0500",78.95,"Compliant","None"
"AUD005501","2026-06-01","S012","SKU0001",10.00,"Non-Compliant","Low Visibility"
"AUD005502","2026-06-01","S012","SKU0002",28.00,"Non-Compliant","Low Visibility"
"AUD005503","2026-06-01","S012","SKU0003",97.06,"Compliant","None"
"AUD005504","2026-06-01","S012","SKU0004",86.21,"Compliant","None"
"AUD005505","2026-06-01","S012","SKU0005",72.00,"Compliant","None"
"AUD005506","2026-06-01","S012","SKU0006",0.00,"Non-Compliant","Stock Out"
"AUD005507","2026-06-01","S012","SKU0007",100.00,"Compliant","None"
"AUD005508","2026-06-01","S012","SKU0008",68.42,"Compliant","None"
"AUD005509","2026-06-01","S012","SKU0009",23.53,"Non-Compliant","Low Visibility"
"AUD005510","2026-06-01","S012","SKU0010",82.76,"Compliant","None"
"AUD005511","2026-06-01","S012","SKU0011",62.07,"Compliant","None"
"AUD005512","2026-06-01","S012","SKU0012",97.37,"Compliant","None"
"AUD005513","2026-06-01","S012","SKU0013",93.75,"Compliant","None"
"AUD005514","2026-06-01","S012","SKU0014",87.50,"Compliant","None"
"AUD005515","2026-06-01","S012","SKU0015",93.10,"Compliant","None"
"AUD005516","2026-06-01","S012","SKU0016",77.14,"Compliant","None"
"AUD005517","2026-06-01","S012","SKU0017",51.43,"Compliant","None"
"AUD005518","2026-06-01","S012","SKU0018",0.00,"Non-Compliant","Stock Out"
"AUD005519","2026-06-01","S012","SKU0019",0.00,"Non-Compliant","Stock Out"
"AUD005520","2026-06-01","S012","SKU0020",77.78,"Compliant","None"
"AUD005521","2026-06-01","S012","SKU0021",13.33,"Non-Compliant","Low Visibility"
"AUD005522","2026-06-01","S012","SKU0022",0.00,"Non-Compliant","Stock Out"
"AUD005523","2026-06-01","S012","SKU0023",95.00,"Compliant","None"
"AUD005524","2026-06-01","S012","SKU0024",0.00,"Non-Compliant","Stock Out"
"AUD005525","2026-06-01","S012","SKU0025",15.79,"Non-Compliant","Low Visibility"
"AUD005526","2026-06-01","S012","SKU0026",51.35,"Compliant","None"
"AUD005527","2026-06-01","S012","SKU0027",12.50,"Non-Compliant","Low Visibility"
"AUD005528","2026-06-01","S012","SKU0028",50.00,"Compliant","None"
"AUD005529","2026-06-01","S012","SKU0029",0.00,"Non-Compliant","Stock Out"
"AUD005530","2026-06-01","S012","SKU0030",0.00,"Non-Compliant","Stock Out"
"AUD005531","2026-06-01","S012","SKU0031",100.00,"Compliant","None"
"AUD005532","2026-06-01","S012","SKU0032",0.00,"Non-Compliant","Stock Out"
"AUD005533","2026-06-01","S012","SKU0033",50.00,"Compliant","None"
"AUD005534","2026-06-01","S012","SKU0034",100.00,"Compliant","None"
"AUD005535","2026-06-01","S012","SKU0035",64.29,"Compliant","None"
"AUD005536","2026-06-01","S012","SKU0036",10.00,"Non-Compliant","Low Visibility"
"AUD005537","2026-06-01","S012","SKU0037",58.33,"Compliant","None"
"AUD005538","2026-06-01","S012","SKU0038",61.90,"Compliant","None"
"AUD005539","2026-06-01","S012","SKU0039",6.67,"Non-Compliant","Low Visibility"
"AUD005540","2026-06-01","S012","SKU0040",60.61,"Compliant","None"
"AUD005541","2026-06-01","S012","SKU0041",56.00,"Compliant","None"
"AUD005542","2026-06-01","S012","SKU0042",51.35,"Compliant","None"
"AUD005543","2026-06-01","S012","SKU0043",26.92,"Non-Compliant","Low Visibility"
"AUD005544","2026-06-01","S012","SKU0044",57.89,"Compliant","None"
"AUD005545","2026-06-01","S012","SKU0045",47.06,"Non-Compliant","Low Visibility"
"AUD005546","2026-06-01","S012","SKU0046",58.82,"Compliant","None"
"AUD005547","2026-06-01","S012","SKU0047",95.24,"Compliant","None"
"AUD005548","2026-06-01","S012","SKU0048",77.78,"Compliant","None"
"AUD005549","2026-06-01","S012","SKU0049",83.33,"Compliant","None"
"AUD005550","2026-06-01","S012","SKU0050",40.00,"Non-Compliant","Low Visibility"
"AUD005551","2026-06-01","S012","SKU0051",60.00,"Compliant","None"
"AUD005552","2026-06-01","S012","SKU0052",63.64,"Compliant","None"
"AUD005553","2026-06-01","S012","SKU0053",87.88,"Compliant","None"
"AUD005554","2026-06-01","S012","SKU0054",73.33,"Compliant","None"
"AUD005555","2026-06-01","S012","SKU0055",96.00,"Compliant","None"
"AUD005556","2026-06-01","S012","SKU0056",32.14,"Non-Compliant","Low Visibility"
"AUD005557","2026-06-01","S012","SKU0057",48.57,"Non-Compliant","Low Visibility"
"AUD005558","2026-06-01","S012","SKU0058",20.00,"Non-Compliant","Low Visibility"
"AUD005559","2026-06-01","S012","SKU0059",100.00,"Compliant","None"
"AUD005560","2026-06-01","S012","SKU0060",100.00,"Compliant","None"
"AUD005561","2026-06-01","S012","SKU0061",96.88,"Compliant","None"
"AUD005562","2026-06-01","S012","SKU0062",88.89,"Compliant","None"
"AUD005563","2026-06-01","S012","SKU0063",33.33,"Non-Compliant","Low Visibility"
"AUD005564","2026-06-01","S012","SKU0064",100.00,"Compliant","None"
"AUD005565","2026-06-01","S012","SKU0065",0.00,"Non-Compliant","Stock Out"
"AUD005566","2026-06-01","S012","SKU0066",73.08,"Compliant","None"
"AUD005567","2026-06-01","S012","SKU0067",55.56,"Compliant","None"
"AUD005568","2026-06-01","S012","SKU0068",65.22,"Compliant","None"
"AUD005569","2026-06-01","S012","SKU0069",0.00,"Non-Compliant","Stock Out"
"AUD005570","2026-06-01","S012","SKU0070",26.09,"Non-Compliant","Low Visibility"
"AUD005571","2026-06-01","S012","SKU0071",71.43,"Compliant","None"
"AUD005572","2026-06-01","S012","SKU0072",55.26,"Compliant","None"
