inventory_id,store_id,sku_id,inventory_date,expected_stock,actual_stock,stock_status,stock_difference,stock_loss_percent,inventory_health,inventory_leakage
INV007896,S016,SKU0396,2026-06-01,59,44,In Stock,15,25.423728813559322,Shortage,15
INV007897,S016,SKU0397,2026-06-01,24,0,Out of Stock,24,100.0,Shortage,24
INV007898,S016,SKU0398,2026-06-01,77,58,In Stock,19,24.675324675324674,Shortage,19
INV007899,S016,SKU0399,2026-06-01,39,4,Low Stock,35,89.74358974358975,Shortage,35
INV007900,S016,SKU0400,2026-06-01,20,9,In Stock,11,55.00000000000001,Shortage,11
INV007901,S016,SKU0401,2026-06-01,33,0,Out of Stock,33,100.0,Shortage,33
INV007902,S016,SKU0402,2026-06-01,97,71,In Stock,26,26.804123711340207,Shortage,26
INV007903,S016,SKU0403,2026-06-01,47,15,In Stock,32,68.08510638297872,Shortage,32
INV007904,S016,SKU0404,2026-06-01,75,56,In Stock,19,25.333333333333336,Shortage,19
INV007905,S016,SKU0405,2026-06-01,54,40,In Stock,14,25.925925925925924,Shortage,14
INV007906,S016,SKU0406,2026-06-01,61,22,In Stock,39,63.934426229508205,Shortage,39
INV007907,S016,SKU0407,2026-06-01,81,44,In Stock,37,45.67901234567901,Shortage,37
INV007908,S016,SKU0408,2026-06-01,87,51,In Stock,36,41.37931034482759,Shortage,36
INV007909,S016,SKU0409,2026-06-01,61,51,In Stock,10,16.39344262295082,Shortage,10
INV007910,S016,SKU0410,2026-06-01,48,32,In Stock,16,33.33333333333333,Shortage,16
INV007911,S016,SKU0411,2026-06-01,48,47,In Stock,1,2.083333333333333,Shortage,1
INV007912,S016,SKU0412,2026-06-01,73,40,In Stock,33,45.20547945205479,Shortage,33
INV007913,S016,SKU0413,2026-06-01,91,77,In Stock,14,15.384615384615385,Shortage,14
INV007914,S016,SKU0414,2026-06-01,26,10,In Stock,16,61.53846153846154,Shortage,16
INV007915,S016,SKU0415,2026-06-01,99,95,In Stock,4,4.040404040404041,Shortage,4
INV007916,S016,SKU0416,2026-06-01,76,74,In Stock,2,2.631578947368421,Shortage,2
INV007917,S016,SKU0417,2026-06-01,92,74,In Stock,18,19.565217391304348,Shortage,18
INV007918,S016,SKU0418,2026-06-01,36,10,In Stock,26,72.22222222222221,Shortage,26
INV007919,S016,SKU0419,2026-06-01,74,49,In Stock,25,33.78378378378378,Shortage,25
INV007920,S016,SKU0420,2026-06-01,62,57,In Stock,5,8.064516129032258,Shortage,5
INV007921,S016,SKU0421,2026-06-01,83,69,In Stock,14,16.867469879518072,Shortage,14
INV007922,S016,SKU0422,2026-06-01,69,39,In Stock,30,43.47826086956522,Shortage,30
INV007923,S016,SKU0423,2026-06-01,67,43,In Stock,24,35.82089552238806,Shortage,24
INV007924,S016,SKU0424,2026-06-01,59,52,In Stock,7,11.864406779661017,Shortage,7
INV007925,S016,SKU0425,2026-06-01,90,64,In Stock,26,28.888888888888886,Shortage,26
INV007926,S016,SKU0426,2026-06-01,77,40,In Stock,37,48.05194805194805,Shortage,37
INV007927,S016,SKU0427,2026-06-01,71,37,In Stock,34,47.88732394366197,Shortage,34
INV007928,S016,SKU0428,2026-06-01,80,41,In Stock,39,48.75,Shortage,39
INV007929,S016,SKU0429,2026-06-01,70,66,In Stock,4,5.714285714285714,Shortage,4
INV007930,S016,SKU0430,2026-06-01,65,58,In Stock,7,10.76923076923077,Shortage,7
INV007931,S016,SKU0431,2026-06-01,31,14,In Stock,17,54.83870967741935,Shortage,17
INV007932,S016,SKU0432,2026-06-01,53,45,In Stock,8,15.09433962264151,Shortage,8
INV007933,S016,SKU0433,2026-06-01,69,57,In Stock,12,17.391304347826086,Shortage,12
INV007934,S016,SKU0434,2026-06-01,80,51,In Stock,29,36.25,Shortage,29
INV007935,S016,SKU0435,2026-06-01,20,17,In Stock,3,15.0,Shortage,3
INV007936,S016,SKU0436,2026-06-01,99,72,In Stock,27,27.27272727272727,Shortage,27
INV007937,S016,SKU0437,2026-06-01,85,64,In Stock,21,24.705882352941178,Shortage,21
INV007938,S016,SKU0438,2026-06-01,83,71,In Stock,12,14.457831325301203,Shortage,12
INV007939,S016,SKU0439,2026-06-01,76,40,In Stock,36,47.368421052631575,Shortage,36
INV007940,S016,SKU0440,2026-06-01,37,25,In Stock,12,32.432432432432435,Shortage,12
INV007941,S016,SKU0441,2026-06-01,26,0,Out of Stock,26,100.0,Shortage,26
INV007942,S016,SKU0442,2026-06-01,92,74,In Stock,18,19.565217391304348,Shortage,18
INV007943,S016,SKU0443,2026-06-01,70,53,In Stock,17,24.285714285714285,Shortage,17
INV007944,S016,SKU0444,2026-06-01,74,39,In Stock,35,47.2972972972973,Shortage,35
INV007945,S016,SKU0445,2026-06-01,67,47,In Stock,20,29.850746268656714,Shortage,20
INV007946,S016,SKU0446,2026-06-01,45,27,In Stock,18,40.0,Shortage,18
INV007947,S016,SKU0447,2026-06-01,79,69,In Stock,10,12.658227848101266,Shortage,10
INV007948,S016,SKU0448,2026-06-01,31,11,In Stock,20,64.51612903225806,Shortage,20
INV007949,S016,SKU0449,2026-06-01,32,0,Out of Stock,32,100.0,Shortage,32
INV007950,S016,SKU0450,2026-06-01,95,86,In Stock,9,9.473684210526317,Shortage,9
INV007951,S016,SKU0451,2026-06-01,91,75,In Stock,16,17.582417582417584,Shortage,16
INV007952,S016,SKU0452,2026-06-01,85,81,In Stock,4,4.705882352941177,Shortage,4
INV007953,S016,SKU0453,2026-06-01,53,14,In Stock,39,73.58490566037736,Shortage,39
INV007954,S016,SKU0454,2026-06-01,27,14,In Stock,13,48.148148148148145,Shortage,13
INV007955,S016,SKU0455,2026-06-01,36,11,In Stock,25,69.44444444444444,Shortage,25
INV007956,S016,SKU0456,2026-06-01,58,50,In Stock,8,13.793103448275861,Shortage,8
INV007957,S016,SKU0457,2026-06-01,35,21,In Stock,14,40.0,Shortage,14
INV007958,S016,SKU0458,2026-06-01,31,3,Low Stock,28,90.32258064516128,Shortage,28
INV007959,S016,SKU0459,2026-06-01,34,16,In Stock,18,52.94117647058824,Shortage,18
INV007960,S016,SKU0460,2026-06-01,56,53,In Stock,3,5.357142857142857,Shortage,3
INV007961,S016,SKU0461,2026-06-01,64,46,In Stock,18,28.125,Shortage,18
INV007962,S016,SKU0462,2026-06-01,97,60,In Stock,37,38.144329896907216,Shortage,37
INV007963,S016,SKU0463,2026-06-01,81,59,In Stock,22,27.160493827160494,Shortage,22
INV007964,S016,SKU0464,2026-06-01,42,26,In Stock,16,38.095238095238095,Shortage,16
INV007965,S016,SKU0465,2026-06-01,99,94,In Stock,5,5.05050505050505,Shortage,5
INV007966,S016,SKU0466,2026-06-01,83,73,In Stock,10,12.048192771084338,Shortage,10
INV007967,S016,SKU0467,2026-06-01,84,51,In Stock,33,39.285714285714285,Shortage,33
INV007968,S016,SKU0468,2026-06-01,38,25,In Stock,13,34.21052631578947,Shortage,13
INV007969,S016,SKU0469,2026-06-01,84,65,In Stock,19,22.61904761904762,Shortage,19
INV007970,S016,SKU0470,2026-06-01,26,7,In Stock,19,73.07692307692307,Shortage,19
INV007971,S016,SKU0471,2026-06-01,68,48,In Stock,20,29.411764705882355,Shortage,20
INV007972,S016,SKU0472,2026-06-01,37,29,In Stock,8,21.62162162162162,Shortage,8
INV007973,S016,SKU0473,2026-06-01,94,70,In Stock,24,25.53191489361702,Shortage,24
INV007974,S016,SKU0474,2026-06-01,27,25,In Stock,2,7.4074074074074066,Shortage,2
INV007975,S016,SKU0475,2026-06-01,73,57,In Stock,16,21.91780821917808,Shortage,16
INV007976,S016,SKU0476,2026-06-01,44,16,In Stock,28,63.63636363636363,Shortage,28
INV007977,S016,SKU0477,2026-06-01,58,56,In Stock,2,3.4482758620689653,Shortage,2
INV007978,S016,SKU0478,2026-06-01,63,58,In Stock,5,7.936507936507936,Shortage,5
INV007979,S016,SKU0479,2026-06-01,46,11,In Stock,35,76.08695652173914,Shortage,35
INV007980,S016,SKU0480,2026-06-01,61,59,In Stock,2,3.278688524590164,Shortage,2
INV007981,S016,SKU0481,2026-06-01,95,70,In Stock,25,26.31578947368421,Shortage,25
INV007982,S016,SKU0482,2026-06-01,33,0,Out of Stock,33,100.0,Shortage,33
INV007983,S016,SKU0483,2026-06-01,86,55,In Stock,31,36.04651162790697,Shortage,31
INV007984,S016,SKU0484,2026-06-01,43,40,In Stock,3,6.976744186046512,Shortage,3
INV007985,S016,SKU0485,2026-06-01,44,19,In Stock,25,56.81818181818182,Shortage,25
INV007986,S016,SKU0486,2026-06-01,64,40,In Stock,24,37.5,Shortage,24
INV007987,S016,SKU0487,2026-06-01,60,21,In Stock,39,65.0,Shortage,39
INV007988,S016,SKU0488,2026-06-01,66,56,In Stock,10,15.151515151515152,Shortage,10
INV007989,S016,SKU0489,2026-06-01,51,44,In Stock,7,13.725490196078432,Shortage,7
INV007990,S016,SKU0490,2026-06-01,52,43,In Stock,9,17.307692307692307,Shortage,9
INV007991,S016,SKU0491,2026-06-01,80,49,In Stock,31,38.75,Shortage,31
INV007992,S016,SKU0492,2026-06-01,61,60,In Stock,1,1.639344262295082,Shortage,1
INV007993,S016,SKU0493,2026-06-01,50,50,In Stock,0,0.0,Healthy,0
INV007994,S016,SKU0494,2026-06-01,81,51,In Stock,30,37.03703703703704,Shortage,30
INV007995,S016,SKU0495,2026-06-01,63,55,In Stock,8,12.698412698412698,Shortage,8
INV007996,S016,SKU0496,2026-06-01,45,30,In Stock,15,33.33333333333333,Shortage,15
INV007997,S016,SKU0497,2026-06-01,95,71,In Stock,24,25.263157894736842,Shortage,24
INV007998,S016,SKU0498,2026-06-01,95,73,In Stock,22,23.157894736842106,Shortage,22
INV007999,S016,SKU0499,2026-06-01,41,38,In Stock,3,7.317073170731707,Shortage,3
INV008000,S016,SKU0500,2026-06-01,48,37,In Stock,11,22.916666666666664,Shortage,11
INV008001,S017,SKU0001,2026-06-01,30,0,Out of Stock,30,100.0,Shortage,30
INV008002,S017,SKU0002,2026-06-01,80,68,In Stock,12,15.0,Shortage,12
INV008003,S017,SKU0003,2026-06-01,47,16,In Stock,31,65.95744680851064,Shortage,31
INV008004,S017,SKU0004,2026-06-01,88,88,In Stock,0,0.0,Healthy,0
INV008005,S017,SKU0005,2026-06-01,69,47,In Stock,22,31.88405797101449,Shortage,22
INV008006,S017,SKU0006,2026-06-01,48,37,In Stock,11,22.916666666666664,Shortage,11
INV008007,S017,SKU0007,2026-06-01,32,28,In Stock,4,12.5,Shortage,4
INV008008,S017,SKU0008,2026-06-01,46,8,Low Stock,38,82.6086956521739,Shortage,38
INV008009,S017,SKU0009,2026-06-01,32,27,In Stock,5,15.625,Shortage,5
INV008010,S017,SKU0010,2026-06-01,61,26,In Stock,35,57.377049180327866,Shortage,35
INV008011,S017,SKU0011,2026-06-01,75,62,In Stock,13,17.333333333333336,Shortage,13
INV008012,S017,SKU0012,2026-06-01,89,53,In Stock,36,40.44943820224719,Shortage,36
INV008013,S017,SKU0013,2026-06-01,37,9,In Stock,28,75.67567567567568,Shortage,28
INV008014,S017,SKU0014,2026-06-01,46,26,In Stock,20,43.47826086956522,Shortage,20
INV008015,S017,SKU0015,2026-06-01,94,66,In Stock,28,29.78723404255319,Shortage,28
INV008016,S017,SKU0016,2026-06-01,51,14,In Stock,37,72.54901960784314,Shortage,37
INV008017,S017,SKU0017,2026-06-01,56,53,In Stock,3,5.357142857142857,Shortage,3
INV008018,S017,SKU0018,2026-06-01,62,44,In Stock,18,29.03225806451613,Shortage,18
INV008019,S017,SKU0019,2026-06-01,88,59,In Stock,29,32.95454545454545,Shortage,29
INV008020,S017,SKU0020,2026-06-01,57,40,In Stock,17,29.82456140350877,Shortage,17
INV008021,S017,SKU0021,2026-06-01,77,56,In Stock,21,27.27272727272727,Shortage,21
INV008022,S017,SKU0022,2026-06-01,35,15,In Stock,20,57.14285714285714,Shortage,20
INV008023,S017,SKU0023,2026-06-01,58,39,In Stock,19,32.758620689655174,Shortage,19
INV008024,S017,SKU0024,2026-06-01,51,18,In Stock,33,64.70588235294117,Shortage,33
INV008025,S017,SKU0025,2026-06-01,61,40,In Stock,21,34.42622950819672,Shortage,21
INV008026,S017,SKU0026,2026-06-01,53,46,In Stock,7,13.20754716981132,Shortage,7
INV008027,S017,SKU0027,2026-06-01,40,4,Low Stock,36,90.0,Shortage,36
INV008028,S017,SKU0028,2026-06-01,38,17,In Stock,21,55.26315789473685,Shortage,21
INV008029,S017,SKU0029,2026-06-01,50,31,In Stock,19,38.0,Shortage,19
INV008030,S017,SKU0030,2026-06-01,43,38,In Stock,5,11.627906976744185,Shortage,5
INV008031,S017,SKU0031,2026-06-01,29,0,Out of Stock,29,100.0,Shortage,29
INV008032,S017,SKU0032,2026-06-01,41,17,In Stock,24,58.536585365853654,Shortage,24
INV008033,S017,SKU0033,2026-06-01,46,44,In Stock,2,4.3478260869565215,Shortage,2
INV008034,S017,SKU0034,2026-06-01,69,35,In Stock,34,49.275362318840585,Shortage,34
INV008035,S017,SKU0035,2026-06-01,77,64,In Stock,13,16.883116883116884,Shortage,13
INV008036,S017,SKU0036,2026-06-01,29,0,Out of Stock,29,100.0,Shortage,29
INV008037,S017,SKU0037,2026-06-01,85,55,In Stock,30,35.294117647058826,Shortage,30
INV008038,S017,SKU0038,2026-06-01,23,0,Out of Stock,23,100.0,Shortage,23
INV008039,S017,SKU0039,2026-06-01,57,48,In Stock,9,15.789473684210526,Shortage,9
INV008040,S017,SKU0040,2026-06-01,32,26,In Stock,6,18.75,Shortage,6
INV008041,S017,SKU0041,2026-06-01,44,20,In Stock,24,54.54545454545454,Shortage,24
INV008042,S017,SKU0042,2026-06-01,68,41,In Stock,27,39.705882352941174,Shortage,27
INV008043,S017,SKU0043,2026-06-01,95,66,In Stock,29,30.526315789473685,Shortage,29
INV008044,S017,SKU0044,2026-06-01,40,29,In Stock,11,27.500000000000004,Shortage,11
INV008045,S017,SKU0045,2026-06-01,33,0,Out of Stock,33,100.0,Shortage,33
INV008046,S017,SKU0046,2026-06-01,61,42,In Stock,19,31.147540983606557,Shortage,19
INV008047,S017,SKU0047,2026-06-01,87,59,In Stock,28,32.18390804597701,Shortage,28
INV008048,S017,SKU0048,2026-06-01,74,46,In Stock,28,37.83783783783784,Shortage,28
INV008049,S017,SKU0049,2026-06-01,55,25,In Stock,30,54.54545454545454,Shortage,30
INV008050,S017,SKU0050,2026-06-01,88,86,In Stock,2,2.272727272727273,Shortage,2
INV008051,S017,SKU0051,2026-06-01,49,37,In Stock,12,24.489795918367346,Shortage,12
INV008052,S017,SKU0052,2026-06-01,77,70,In Stock,7,9.090909090909092,Shortage,7
INV008053,S017,SKU0053,2026-06-01,84,54,In Stock,30,35.714285714285715,Shortage,30
INV008054,S017,SKU0054,2026-06-01,51,25,In Stock,26,50.98039215686274,Shortage,26
INV008055,S017,SKU0055,2026-06-01,77,66,In Stock,11,14.285714285714285,Shortage,11
INV008056,S017,SKU0056,2026-06-01,86,76,In Stock,10,11.627906976744185,Shortage,10
INV008057,S017,SKU0057,2026-06-01,35,0,Out of Stock,35,100.0,Shortage,35
INV008058,S017,SKU0058,2026-06-01,85,55,In Stock,30,35.294117647058826,Shortage,30
INV008059,S017,SKU0059,2026-06-01,28,18,In Stock,10,35.714285714285715,Shortage,10
INV008060,S017,SKU0060,2026-06-01,23,0,Out of Stock,23,100.0,Shortage,23
INV008061,S017,SKU0061,2026-06-01,35,13,In Stock,22,62.857142857142854,Shortage,22
INV008062,S017,SKU0062,2026-06-01,48,23,In Stock,25,52.083333333333336,Shortage,25
INV008063,S017,SKU0063,2026-06-01,97,84,In Stock,13,13.402061855670103,Shortage,13
INV008064,S017,SKU0064,2026-06-01,52,47,In Stock,5,9.615384615384617,Shortage,5
INV008065,S017,SKU0065,2026-06-01,74,69,In Stock,5,6.756756756756757,Shortage,5
INV008066,S017,SKU0066,2026-06-01,56,29,In Stock,27,48.214285714285715,Shortage,27
INV008067,S017,SKU0067,2026-06-01,22,0,Out of Stock,22,100.0,Shortage,22
INV008068,S017,SKU0068,2026-06-01,49,29,In Stock,20,40.816326530612244,Shortage,20
INV008069,S017,SKU0069,2026-06-01,74,47,In Stock,27,36.486486486486484,Shortage,27
INV008070,S017,SKU0070,2026-06-01,83,68,In Stock,15,18.072289156626507,Shortage,15
INV008071,S017,SKU0071,2026-06-01,33,3,Low Stock,30,90.9090909090909,Shortage,30
INV008072,S017,SKU0072,2026-06-01,88,60,In Stock,28,31.818181818181817,Shortage,28
INV008073,S017,SKU0073,2026-06-01,20,0,Out of Stock,20,100.0,Shortage,20
INV008074,S017,SKU0074,2026-06-01,64,47,In Stock,17,26.5625,Shortage,17
INV008075,S017,SKU0075,2026-06-01,26,11,In Stock,15,57.692307692307686,Shortage,15
INV008076,S017,SKU0076,2026-06-01,32,12,In Stock,20,62.5,Shortage,20
INV008077,S017,SKU0077,2026-06-01,44,5,Low Stock,39,88.63636363636364,Shortage,39
INV008078,S017,SKU0078,2026-06-01,62,23,In Stock,39,62.903225806451616,Shortage,39
INV008079,S017,SKU0079,2026-06-01,99,68,In Stock,31,31.313131313131315,Shortage,31
INV008080,S017,SKU0080,2026-06-01,89,52,In Stock,37,41.57303370786517,Shortage,37
INV008081,S017,SKU0081,2026-06-01,33,16,In Stock,17,51.515151515151516,Shortage,17
INV008082,S017,SKU0082,2026-06-01,24,0,Out of Stock,24,100.0,Shortage,24
INV008083,S017,SKU0083,2026-06-01,69,33,In Stock,36,52.17391304347826,Shortage,36
INV008084,S017,SKU0084,2026-06-01,57,32,In Stock,25,43.859649122807014,Shortage,25
INV008085,S017,SKU0085,2026-06-01,53,28,In Stock,25,47.16981132075472,Shortage,25
INV008086,S017,SKU0086,2026-06-01,20,0,Out of Stock,20,100.0,Shortage,20
INV008087,S017,SKU0087,2026-06-01,93,85,In Stock,8,8.60215053763441,Shortage,8
INV008088,S017,SKU0088,2026-06-01,71,36,In Stock,35,49.29577464788733,Shortage,35
INV008089,S017,SKU0089,2026-06-01,64,41,In Stock,23,35.9375,Shortage,23
INV008090,S017,SKU0090,2026-06-01,37,36,In Stock,1,2.7027027027027026,Shortage,1
INV008091,S017,SKU0091,2026-06-01,40,17,In Stock,23,57.49999999999999,Shortage,23
INV008092,S017,SKU0092,2026-06-01,68,35,In Stock,33,48.529411764705884,Shortage,33
INV008093,S017,SKU0093,2026-06-01,20,1,Low Stock,19,95.0,Shortage,19
INV008094,S017,SKU0094,2026-06-01,69,45,In Stock,24,34.78260869565217,Shortage,24
INV008095,S017,SKU0095,2026-06-01,24,0,Out of Stock,24,100.0,Shortage,24
INV008096,S017,SKU0096,2026-06-01,40,17,In Stock,23,57.49999999999999,Shortage,23
INV008097,S017,SKU0097,2026-06-01,56,51,In Stock,5,8.928571428571429,Shortage,5
INV008098,S017,SKU0098,2026-06-01,29,1,Low Stock,28,96.55172413793103,Shortage,28
INV008099,S017,SKU0099,2026-06-01,26,5,Low Stock,21,80.76923076923077,Shortage,21
INV008100,S017,SKU0100,2026-06-01,99,78,In Stock,21,21.21212121212121,Shortage,21
INV008101,S017,SKU0101,2026-06-01,77,72,In Stock,5,6.493506493506493,Shortage,5
INV008102,S017,SKU0102,2026-06-01,57,54,In Stock,3,5.263157894736842,Shortage,3
INV008103,S017,SKU0103,2026-06-01,44,37,In Stock,7,15.909090909090908,Shortage,7
INV008104,S017,SKU0104,2026-06-01,87,56,In Stock,31,35.63218390804598,Shortage,31
INV008105,S017,SKU0105,2026-06-01,75,73,In Stock,2,2.666666666666667,Shortage,2
INV008106,S017,SKU0106,2026-06-01,32,9,In Stock,23,71.875,Shortage,23
INV008107,S017,SKU0107,2026-06-01,92,72,In Stock,20,21.73913043478261,Shortage,20
INV008108,S017,SKU0108,2026-06-01,46,42,In Stock,4,8.695652173913043,Shortage,4
INV008109,S017,SKU0109,2026-06-01,77,46,In Stock,31,40.25974025974026,Shortage,31
INV008110,S017,SKU0110,2026-06-01,71,40,In Stock,31,43.66197183098591,Shortage,31
INV008111,S017,SKU0111,2026-06-01,64,26,In Stock,38,59.375,Shortage,38
INV008112,S017,SKU0112,2026-06-01,92,58,In Stock,34,36.95652173913043,Shortage,34
INV008113,S017,SKU0113,2026-06-01,65,30,In Stock,35,53.84615384615385,Shortage,35
INV008114,S017,SKU0114,2026-06-01,26,0,Out of Stock,26,100.0,Shortage,26
INV008115,S017,SKU0115,2026-06-01,37,4,Low Stock,33,89.1891891891892,Shortage,33
INV008116,S017,SKU0116,2026-06-01,32,21,In Stock,11,34.375,Shortage,11
INV008117,S017,SKU0117,2026-06-01,81,80,In Stock,1,1.2345679012345678,Shortage,1
INV008118,S017,SKU0118,2026-06-01,87,48,In Stock,39,44.827586206896555,Shortage,39
INV008119,S017,SKU0119,2026-06-01,68,48,In Stock,20,29.411764705882355,Shortage,20
INV008120,S017,SKU0120,2026-06-01,20,1,Low Stock,19,95.0,Shortage,19
INV008121,S017,SKU0121,2026-06-01,86,73,In Stock,13,15.11627906976744,Shortage,13
INV008122,S017,SKU0122,2026-06-01,81,78,In Stock,3,3.7037037037037033,Shortage,3
INV008123,S017,SKU0123,2026-06-01,43,13,In Stock,30,69.76744186046511,Shortage,30
INV008124,S017,SKU0124,2026-06-01,72,63,In Stock,9,12.5,Shortage,9
INV008125,S017,SKU0125,2026-06-01,58,36,In Stock,22,37.93103448275862,Shortage,22
INV008126,S017,SKU0126,2026-06-01,81,65,In Stock,16,19.753086419753085,Shortage,16
INV008127,S017,SKU0127,2026-06-01,96,85,In Stock,11,11.458333333333332,Shortage,11
INV008128,S017,SKU0128,2026-06-01,97,85,In Stock,12,12.371134020618557,Shortage,12
INV008129,S017,SKU0129,2026-06-01,82,72,In Stock,10,12.195121951219512,Shortage,10
INV008130,S017,SKU0130,2026-06-01,92,67,In Stock,25,27.173913043478258,Shortage,25
INV008131,S017,SKU0131,2026-06-01,47,11,In Stock,36,76.59574468085107,Shortage,36
INV008132,S017,SKU0132,2026-06-01,39,5,Low Stock,34,87.17948717948718,Shortage,34
INV008133,S017,SKU0133,2026-06-01,53,46,In Stock,7,13.20754716981132,Shortage,7
INV008134,S017,SKU0134,2026-06-01,85,56,In Stock,29,34.11764705882353,Shortage,29
INV008135,S017,SKU0135,2026-06-01,97,74,In Stock,23,23.711340206185564,Shortage,23
INV008136,S017,SKU0136,2026-06-01,61,51,In Stock,10,16.39344262295082,Shortage,10
INV008137,S017,SKU0137,2026-06-01,70,40,In Stock,30,42.857142857142854,Shortage,30
INV008138,S017,SKU0138,2026-06-01,54,34,In Stock,20,37.03703703703704,Shortage,20
INV008139,S017,SKU0139,2026-06-01,90,82,In Stock,8,8.88888888888889,Shortage,8
INV008140,S017,SKU0140,2026-06-01,49,48,In Stock,1,2.0408163265306123,Shortage,1
INV008141,S017,SKU0141,2026-06-01,60,27,In Stock,33,55.00000000000001,Shortage,33
INV008142,S017,SKU0142,2026-06-01,72,68,In Stock,4,5.555555555555555,Shortage,4
INV008143,S017,SKU0143,2026-06-01,47,47,In Stock,0,0.0,Healthy,0
INV008144,S017,SKU0144,2026-06-01,83,63,In Stock,20,24.096385542168676,Shortage,20
INV008145,S017,SKU0145,2026-06-01,98,95,In Stock,3,3.061224489795918,Shortage,3
INV008146,S017,SKU0146,2026-06-01,98,96,In Stock,2,2.0408163265306123,Shortage,2
INV008147,S017,SKU0147,2026-06-01,43,14,In Stock,29,67.44186046511628,Shortage,29
INV008148,S017,SKU0148,2026-06-01,69,43,In Stock,26,37.68115942028986,Shortage,26
INV008149,S017,SKU0149,2026-06-01,46,34,In Stock,12,26.08695652173913,Shortage,12
INV008150,S017,SKU0150,2026-06-01,41,38,In Stock,3,7.317073170731707,Shortage,3
INV008151,S017,SKU0151,2026-06-01,52,37,In Stock,15,28.846153846153843,Shortage,15
INV008152,S017,SKU0152,2026-06-01,66,49,In Stock,17,25.757575757575758,Shortage,17
INV008153,S017,SKU0153,2026-06-01,80,66,In Stock,14,17.5,Shortage,14
INV008154,S017,SKU0154,2026-06-01,69,34,In Stock,35,50.72463768115942,Shortage,35
INV008155,S017,SKU0155,2026-06-01,97,60,In Stock,37,38.144329896907216,Shortage,37
INV008156,S017,SKU0156,2026-06-01,69,61,In Stock,8,11.594202898550725,Shortage,8
INV008157,S017,SKU0157,2026-06-01,30,21,In Stock,9,30.0,Shortage,9
INV008158,S017,SKU0158,2026-06-01,43,29,In Stock,14,32.55813953488372,Shortage,14
INV008159,S017,SKU0159,2026-06-01,91,64,In Stock,27,29.67032967032967,Shortage,27
INV008160,S017,SKU0160,2026-06-01,97,68,In Stock,29,29.896907216494846,Shortage,29
INV008161,S017,SKU0161,2026-06-01,95,62,In Stock,33,34.73684210526316,Shortage,33
INV008162,S017,SKU0162,2026-06-01,53,21,In Stock,32,60.37735849056604,Shortage,32
INV008163,S017,SKU0163,2026-06-01,46,18,In Stock,28,60.86956521739131,Shortage,28
INV008164,S017,SKU0164,2026-06-01,41,15,In Stock,26,63.41463414634146,Shortage,26
INV008165,S017,SKU0165,2026-06-01,75,67,In Stock,8,10.666666666666668,Shortage,8
INV008166,S017,SKU0166,2026-06-01,24,14,In Stock,10,41.66666666666667,Shortage,10
INV008167,S017,SKU0167,2026-06-01,50,16,In Stock,34,68.0,Shortage,34
INV008168,S017,SKU0168,2026-06-01,50,44,In Stock,6,12.0,Shortage,6
INV008169,S017,SKU0169,2026-06-01,29,17,In Stock,12,41.37931034482759,Shortage,12
INV008170,S017,SKU0170,2026-06-01,99,76,In Stock,23,23.232323232323232,Shortage,23
INV008171,S017,SKU0171,2026-06-01,59,35,In Stock,24,40.67796610169492,Shortage,24
INV008172,S017,SKU0172,2026-06-01,32,0,Out of Stock,32,100.0,Shortage,32
INV008173,S017,SKU0173,2026-06-01,92,82,In Stock,10,10.869565217391305,Shortage,10
INV008174,S017,SKU0174,2026-06-01,59,53,In Stock,6,10.16949152542373,Shortage,6
INV008175,S017,SKU0175,2026-06-01,48,43,In Stock,5,10.416666666666668,Shortage,5
INV008176,S017,SKU0176,2026-06-01,80,46,In Stock,34,42.5,Shortage,34
INV008177,S017,SKU0177,2026-06-01,49,25,In Stock,24,48.97959183673469,Shortage,24
INV008178,S017,SKU0178,2026-06-01,61,48,In Stock,13,21.311475409836063,Shortage,13
INV008179,S017,SKU0179,2026-06-01,79,40,In Stock,39,49.36708860759494,Shortage,39
INV008180,S017,SKU0180,2026-06-01,70,65,In Stock,5,7.142857142857142,Shortage,5
INV008181,S017,SKU0181,2026-06-01,54,43,In Stock,11,20.37037037037037,Shortage,11
INV008182,S017,SKU0182,2026-06-01,87,63,In Stock,24,27.586206896551722,Shortage,24
INV008183,S017,SKU0183,2026-06-01,79,60,In Stock,19,24.050632911392405,Shortage,19
INV008184,S017,SKU0184,2026-06-01,22,15,In Stock,7,31.818181818181817,Shortage,7
INV008185,S017,SKU0185,2026-06-01,62,38,In Stock,24,38.70967741935484,Shortage,24
INV008186,S017,SKU0186,2026-06-01,32,23,In Stock,9,28.125,Shortage,9
INV008187,S017,SKU0187,2026-06-01,62,33,In Stock,29,46.774193548387096,Shortage,29
INV008188,S017,SKU0188,2026-06-01,70,53,In Stock,17,24.285714285714285,Shortage,17
INV008189,S017,SKU0189,2026-06-01,29,10,In Stock,19,65.51724137931035,Shortage,19
INV008190,S017,SKU0190,2026-06-01,77,51,In Stock,26,33.76623376623377,Shortage,26
INV008191,S017,SKU0191,2026-06-01,50,32,In Stock,18,36.0,Shortage,18
INV008192,S017,SKU0192,2026-06-01,27,14,In Stock,13,48.148148148148145,Shortage,13
INV008193,S017,SKU0193,2026-06-01,66,42,In Stock,24,36.36363636363637,Shortage,24
INV008194,S017,SKU0194,2026-06-01,48,33,In Stock,15,31.25,Shortage,15
