price_id,store_id,sku_id,audit_date,expected_price,displayed_price,price_status
PR003523,S008,SKU0023,2026-06-01,93.28,93.28,Correct
PR003524,S008,SKU0024,2026-06-01,439.76,439.76,Correct
PR003525,S008,SKU0025,2026-06-01,355.44,355.44,Correct
PR003526,S008,SKU0026,2026-06-01,139.2,139.2,Correct
PR003527,S008,SKU0027,2026-06-01,65.88,65.88,Correct
PR003528,S008,SKU0028,2026-06-01,393.5,396.5,Mismatch
PR003529,S008,SKU0029,2026-06-01,385.3,385.3,Correct
PR003530,S008,SKU0030,2026-06-01,376.72,376.72,Correct
PR003531,S008,SKU0031,2026-06-01,67.83,67.83,Correct
PR003532,S008,SKU0032,2026-06-01,215.17,215.17,Correct
PR003533,S008,SKU0033,2026-06-01,212.35,212.35,Correct
PR003534,S008,SKU0034,2026-06-01,436.99,436.99,Correct
PR003535,S008,SKU0035,2026-06-01,349.55,349.55,Correct
PR003536,S008,SKU0036,2026-06-01,114.39,114.39,Correct
PR003537,S008,SKU0037,2026-06-01,226.19,226.19,Correct
PR003538,S008,SKU0038,2026-06-01,100.05,100.05,Correct
PR003539,S008,SKU0039,2026-06-01,290.65,290.65,Correct
PR003540,S008,SKU0040,2026-06-01,134.2,134.2,Correct
PR003541,S008,SKU0041,2026-06-01,290.75,290.75,Correct
PR003542,S008,SKU0042,2026-06-01,406.84,406.84,Correct
PR003543,S008,SKU0043,2026-06-01,424.2,424.2,Correct
PR003544,S008,SKU0044,2026-06-01,125.31,122.31,Mismatch
PR003545,S008,SKU0045,2026-06-01,23.78,23.78,Correct
PR003546,S008,SKU0046,2026-06-01,308.75,308.75,Correct
PR003547,S008,SKU0047,2026-06-01,112.89,116.89,Mismatch
PR003548,S008,SKU0048,2026-06-01,369.22,369.22,Correct
PR003549,S008,SKU0049,2026-06-01,443.58,443.58,Correct
PR003550,S008,SKU0050,2026-06-01,107.87,107.87,Correct
PR003551,S008,SKU0051,2026-06-01,352.15,352.15,Correct
PR003552,S008,SKU0052,2026-06-01,118.05,118.05,Correct
PR003553,S008,SKU0053,2026-06-01,115.14,115.14,Correct
PR003554,S008,SKU0054,2026-06-01,31.64,31.64,Correct
PR003555,S008,SKU0055,2026-06-01,124.61,124.61,Correct
PR003556,S008,SKU0056,2026-06-01,127.24,127.24,Correct
PR003557,S008,SKU0057,2026-06-01,187.2,187.2,Correct
PR003558,S008,SKU0058,2026-06-01,191.71,191.71,Correct
PR003559,S008,SKU0059,2026-06-01,137.47,137.47,Correct
PR003560,S008,SKU0060,2026-06-01,106.11,106.11,Correct
PR003561,S008,SKU0061,2026-06-01,420.6,420.6,Correct
PR003562,S008,SKU0062,2026-06-01,182.64,182.64,Correct
PR003563,S008,SKU0063,2026-06-01,392.63,392.63,Correct
PR003564,S008,SKU0064,2026-06-01,204.84,204.84,Correct
PR003565,S008,SKU0065,2026-06-01,51.1,51.1,Correct
PR003566,S008,SKU0066,2026-06-01,172.96,172.96,Correct
PR003567,S008,SKU0067,2026-06-01,333.87,333.87,Correct
PR003568,S008,SKU0068,2026-06-01,55.67,56.67,Mismatch
PR003569,S008,SKU0069,2026-06-01,447.48,447.48,Correct
PR003570,S008,SKU0070,2026-06-01,128.95,128.95,Correct
PR003571,S008,SKU0071,2026-06-01,446.6,446.6,Correct
PR003572,S008,SKU0072,2026-06-01,457.11,457.11,Correct
PR003573,S008,SKU0073,2026-06-01,267.5,267.5,Correct
PR003574,S008,SKU0074,2026-06-01,200.81,200.81,Correct
PR003575,S008,SKU0075,2026-06-01,368.55,368.55,Correct
PR003576,S008,SKU0076,2026-06-01,42.39,42.39,Correct
PR003577,S008,SKU0077,2026-06-01,465.43,465.43,Correct
PR003578,S008,SKU0078,2026-06-01,20.45,20.45,Correct
PR003579,S008,SKU0079,2026-06-01,38.58,38.58,Correct
PR003580,S008,SKU0080,2026-06-01,216.53,216.53,Correct
PR003581,S008,SKU0081,2026-06-01,398.31,386.31,Mismatch
PR003582,S008,SKU0082,2026-06-01,220.04,220.04,Correct
PR003583,S008,SKU0083,2026-06-01,43.66,43.66,Correct
PR003584,S008,SKU0084,2026-06-01,99.27,99.27,Correct
PR003585,S008,SKU0085,2026-06-01,491.61,491.61,Correct
PR003586,S008,SKU0086,2026-06-01,182.83,182.83,Correct
PR003587,S008,SKU0087,2026-06-01,233.28,233.28,Correct
PR003588,S008,SKU0088,2026-06-01,398.88,398.88,Correct
PR003589,S008,SKU0089,2026-06-01,215.66,215.66,Correct
PR003590,S008,SKU0090,2026-06-01,400.3,400.3,Correct
PR003591,S008,SKU0091,2026-06-01,361.05,361.05,Correct
PR003592,S008,SKU0092,2026-06-01,178.69,178.69,Correct
PR003593,S008,SKU0093,2026-06-01,305.59,305.59,Correct
PR003594,S008,SKU0094,2026-06-01,230.85,230.85,Correct
PR003595,S008,SKU0095,2026-06-01,294.22,294.22,Correct
PR003596,S008,SKU0096,2026-06-01,60.11,60.11,Correct
PR003597,S008,SKU0097,2026-06-01,160.18,160.18,Correct
PR003598,S008,SKU0098,2026-06-01,365.98,365.98,Correct
PR003599,S008,SKU0099,2026-06-01,349.52,349.52,Correct
PR003600,S008,SKU0100,2026-06-01,408.19,408.19,Correct
PR003601,S008,SKU0101,2026-06-01,260.56,260.56,Correct
PR003602,S008,SKU0102,2026-06-01,467.6,467.6,Correct
PR003603,S008,SKU0103,2026-06-01,395.0,395.0,Correct
PR003604,S008,SKU0104,2026-06-01,94.78,94.78,Correct
PR003605,S008,SKU0105,2026-06-01,53.4,53.4,Correct
PR003606,S008,SKU0106,2026-06-01,167.24,167.24,Correct
PR003607,S008,SKU0107,2026-06-01,233.57,233.57,Correct
PR003608,S008,SKU0108,2026-06-01,408.86,408.86,Correct
PR003609,S008,SKU0109,2026-06-01,152.81,152.81,Correct
PR003610,S008,SKU0110,2026-06-01,428.28,428.28,Correct
PR003611,S008,SKU0111,2026-06-01,206.37,206.37,Correct
PR003612,S008,SKU0112,2026-06-01,253.6,253.6,Correct
PR003613,S008,SKU0113,2026-06-01,460.76,460.76,Correct
PR003614,S008,SKU0114,2026-06-01,486.98,486.98,Correct
PR003615,S008,SKU0115,2026-06-01,337.86,331.86,Mismatch
PR003616,S008,SKU0116,2026-06-01,114.53,114.53,Correct
PR003617,S008,SKU0117,2026-06-01,425.31,425.31,Correct
PR003618,S008,SKU0118,2026-06-01,119.7,119.7,Correct
PR003619,S008,SKU0119,2026-06-01,339.71,335.71,Mismatch
PR003620,S008,SKU0120,2026-06-01,488.22,488.22,Correct
PR003621,S008,SKU0121,2026-06-01,337.35,337.35,Correct
PR003622,S008,SKU0122,2026-06-01,422.52,422.52,Correct
PR003623,S008,SKU0123,2026-06-01,421.03,424.03,Mismatch
PR003624,S008,SKU0124,2026-06-01,79.27,79.27,Correct
PR003625,S008,SKU0125,2026-06-01,331.26,331.26,Correct
PR003626,S008,SKU0126,2026-06-01,230.59,210.59,Mismatch
PR003627,S008,SKU0127,2026-06-01,25.22,25.22,Correct
PR003628,S008,SKU0128,2026-06-01,102.45,102.45,Correct
PR003629,S008,SKU0129,2026-06-01,369.25,369.25,Correct
PR003630,S008,SKU0130,2026-06-01,113.25,113.25,Correct
PR003631,S008,SKU0131,2026-06-01,447.58,447.58,Correct
PR003632,S008,SKU0132,2026-06-01,326.36,326.36,Correct
PR003633,S008,SKU0133,2026-06-01,65.6,65.6,Correct
PR003634,S008,SKU0134,2026-06-01,194.61,194.61,Correct
PR003635,S008,SKU0135,2026-06-01,307.38,307.38,Correct
PR003636,S008,SKU0136,2026-06-01,470.47,470.47,Correct
PR003637,S008,SKU0137,2026-06-01,276.23,276.23,Correct
PR003638,S008,SKU0138,2026-06-01,192.56,192.56,Correct
PR003639,S008,SKU0139,2026-06-01,348.3,348.3,Correct
PR003640,S008,SKU0140,2026-06-01,130.61,130.61,Correct
PR003641,S008,SKU0141,2026-06-01,260.51,260.51,Correct
PR003642,S008,SKU0142,2026-06-01,265.02,265.02,Correct
PR003643,S008,SKU0143,2026-06-01,399.26,399.26,Correct
PR003644,S008,SKU0144,2026-06-01,63.26,63.26,Correct
PR003645,S008,SKU0145,2026-06-01,37.52,37.52,Correct
PR003646,S008,SKU0146,2026-06-01,267.16,267.16,Correct
PR003647,S008,SKU0147,2026-06-01,69.25,69.25,Correct
PR003648,S008,SKU0148,2026-06-01,147.7,147.7,Correct
PR003649,S008,SKU0149,2026-06-01,331.16,331.16,Correct
PR003650,S008,SKU0150,2026-06-01,263.56,263.56,Correct
PR003651,S008,SKU0151,2026-06-01,127.91,133.91,Mismatch
PR003652,S008,SKU0152,2026-06-01,336.94,336.94,Correct
PR003653,S008,SKU0153,2026-06-01,235.19,235.19,Correct
PR003654,S008,SKU0154,2026-06-01,196.09,196.09,Correct
PR003655,S008,SKU0155,2026-06-01,151.35,151.35,Correct
PR003656,S008,SKU0156,2026-06-01,145.25,145.25,Correct
PR003657,S008,SKU0157,2026-06-01,319.09,319.09,Correct
PR003658,S008,SKU0158,2026-06-01,294.47,294.47,Correct
PR003659,S008,SKU0159,2026-06-01,102.03,102.03,Correct
PR003660,S008,SKU0160,2026-06-01,292.15,292.15,Correct
PR003661,S008,SKU0161,2026-06-01,346.16,346.16,Correct
PR003662,S008,SKU0162,2026-06-01,275.67,275.67,Correct
PR003663,S008,SKU0163,2026-06-01,67.52,67.52,Correct
PR003664,S008,SKU0164,2026-06-01,224.97,224.97,Correct
PR003665,S008,SKU0165,2026-06-01,405.05,405.05,Correct
PR003666,S008,SKU0166,2026-06-01,141.18,141.18,Correct
PR003667,S008,SKU0167,2026-06-01,211.5,221.5,Mismatch
PR003668,S008,SKU0168,2026-06-01,308.92,308.92,Correct
PR003669,S008,SKU0169,2026-06-01,295.29,295.29,Correct
PR003670,S008,SKU0170,2026-06-01,230.6,230.6,Correct
PR003671,S008,SKU0171,2026-06-01,236.93,236.93,Correct
PR003672,S008,SKU0172,2026-06-01,469.73,469.73,Correct
PR003673,S008,SKU0173,2026-06-01,268.26,268.26,Correct
PR003674,S008,SKU0174,2026-06-01,327.96,327.96,Correct
PR003675,S008,SKU0175,2026-06-01,72.12,72.12,Correct
PR003676,S008,SKU0176,2026-06-01,212.35,212.35,Correct
PR003677,S008,SKU0177,2026-06-01,212.3,212.3,Correct
PR003678,S008,SKU0178,2026-06-01,322.77,322.77,Correct
PR003679,S008,SKU0179,2026-06-01,359.82,359.82,Correct
PR003680,S008,SKU0180,2026-06-01,378.8,378.8,Correct
PR003681,S008,SKU0181,2026-06-01,84.59,86.59,Mismatch
PR003682,S008,SKU0182,2026-06-01,458.04,458.04,Correct
PR003683,S008,SKU0183,2026-06-01,192.23,192.23,Correct
PR003684,S008,SKU0184,2026-06-01,481.04,474.04,Mismatch
PR003685,S008,SKU0185,2026-06-01,465.77,465.77,Correct
PR003686,S008,SKU0186,2026-06-01,48.31,48.31,Correct
PR003687,S008,SKU0187,2026-06-01,36.64,36.64,Correct
PR003688,S008,SKU0188,2026-06-01,46.86,35.86,Mismatch
PR003689,S008,SKU0189,2026-06-01,172.07,172.07,Correct
PR003690,S008,SKU0190,2026-06-01,363.3,363.3,Correct
PR003691,S008,SKU0191,2026-06-01,204.44,204.44,Correct
PR003692,S008,SKU0192,2026-06-01,209.95,209.95,Correct
PR003693,S008,SKU0193,2026-06-01,318.8,314.8,Mismatch
PR003694,S008,SKU0194,2026-06-01,157.73,157.73,Correct
PR003695,S008,SKU0195,2026-06-01,268.03,268.03,Correct
PR003696,S008,SKU0196,2026-06-01,380.21,365.21,Mismatch
PR003697,S008,SKU0197,2026-06-01,75.61,75.61,Correct
PR003698,S008,SKU0198,2026-06-01,147.52,163.52,Mismatch
PR003699,S008,SKU0199,2026-06-01,159.99,159.99,Correct
PR003700,S008,SKU0200,2026-06-01,358.07,358.07,Correct
PR003701,S008,SKU0201,2026-06-01,299.71,314.71,Mismatch
PR003702,S008,SKU0202,2026-06-01,360.68,360.68,Correct
PR003703,S008,SKU0203,2026-06-01,234.05,220.05,Mismatch
PR003704,S008,SKU0204,2026-06-01,412.41,412.41,Correct
PR003705,S008,SKU0205,2026-06-01,120.99,120.99,Correct
PR003706,S008,SKU0206,2026-06-01,457.25,457.25,Correct
PR003707,S008,SKU0207,2026-06-01,187.12,187.12,Correct
PR003708,S008,SKU0208,2026-06-01,263.71,278.71,Mismatch
PR003709,S008,SKU0209,2026-06-01,178.57,178.57,Correct
PR003710,S008,SKU0210,2026-06-01,488.63,488.63,Correct
PR003711,S008,SKU0211,2026-06-01,304.58,304.58,Correct
PR003712,S008,SKU0212,2026-06-01,404.17,404.17,Correct
PR003713,S008,SKU0213,2026-06-01,28.57,28.57,Correct
PR003714,S008,SKU0214,2026-06-01,495.91,495.91,Correct
PR003715,S008,SKU0215,2026-06-01,269.85,269.85,Correct
PR003716,S008,SKU0216,2026-06-01,406.12,406.12,Correct
PR003717,S008,SKU0217,2026-06-01,139.9,139.9,Correct
PR003718,S008,SKU0218,2026-06-01,427.98,427.98,Correct
PR003719,S008,SKU0219,2026-06-01,130.3,130.3,Correct
PR003720,S008,SKU0220,2026-06-01,418.65,418.65,Correct
PR003721,S008,SKU0221,2026-06-01,418.57,418.57,Correct
PR003722,S008,SKU0222,2026-06-01,43.92,43.92,Correct
PR003723,S008,SKU0223,2026-06-01,468.91,468.91,Correct
PR003724,S008,SKU0224,2026-06-01,381.74,381.74,Correct
PR003725,S008,SKU0225,2026-06-01,71.47,71.47,Correct
PR003726,S008,SKU0226,2026-06-01,202.68,200.68,Mismatch
PR003727,S008,SKU0227,2026-06-01,42.01,53.01,Mismatch
PR003728,S008,SKU0228,2026-06-01,296.5,296.5,Correct
PR003729,S008,SKU0229,2026-06-01,115.9,115.9,Correct
PR003730,S008,SKU0230,2026-06-01,499.68,499.68,Correct
PR003731,S008,SKU0231,2026-06-01,469.3,469.3,Correct
PR003732,S008,SKU0232,2026-06-01,261.3,259.3,Mismatch
PR003733,S008,SKU0233,2026-06-01,345.85,345.85,Correct
PR003734,S008,SKU0234,2026-06-01,120.57,120.57,Correct
PR003735,S008,SKU0235,2026-06-01,52.98,52.98,Correct
PR003736,S008,SKU0236,2026-06-01,280.98,280.98,Correct
PR003737,S008,SKU0237,2026-06-01,37.31,47.31,Mismatch
PR003738,S008,SKU0238,2026-06-01,478.41,478.41,Correct
PR003739,S008,SKU0239,2026-06-01,447.72,447.72,Correct
PR003740,S008,SKU0240,2026-06-01,212.58,212.58,Correct
PR003741,S008,SKU0241,2026-06-01,46.68,46.68,Correct
PR003742,S008,SKU0242,2026-06-01,351.38,351.38,Correct
PR003743,S008,SKU0243,2026-06-01,390.05,390.05,Correct
PR003744,S008,SKU0244,2026-06-01,142.31,142.31,Correct
PR003745,S008,SKU0245,2026-06-01,489.14,488.14,Mismatch
PR003746,S008,SKU0246,2026-06-01,197.42,206.42,Mismatch
PR003747,S008,SKU0247,2026-06-01,448.95,448.95,Correct
PR003748,S008,SKU0248,2026-06-01,114.64,114.64,Correct
PR003749,S008,SKU0249,2026-06-01,141.45,141.45,Correct
PR003750,S008,SKU0250,2026-06-01,457.72,457.72,Correct
PR003751,S008,SKU0251,2026-06-01,370.13,370.13,Correct
PR003752,S008,SKU0252,2026-06-01,105.14,105.14,Correct
PR003753,S008,SKU0253,2026-06-01,455.37,455.37,Correct
PR003754,S008,SKU0254,2026-06-01,295.7,295.7,Correct
PR003755,S008,SKU0255,2026-06-01,361.88,361.88,Correct
PR003756,S008,SKU0256,2026-06-01,21.78,21.78,Correct
PR003757,S008,SKU0257,2026-06-01,62.23,62.23,Correct
PR003758,S008,SKU0258,2026-06-01,163.55,178.55,Mismatch
PR003759,S008,SKU0259,2026-06-01,283.96,292.96,Mismatch
PR003760,S008,SKU0260,2026-06-01,415.45,415.45,Correct
PR003761,S008,SKU0261,2026-06-01,133.85,133.85,Correct
PR003762,S008,SKU0262,2026-06-01,178.24,178.24,Correct
PR003763,S008,SKU0263,2026-06-01,456.52,456.52,Correct
PR003764,S008,SKU0264,2026-06-01,206.18,206.18,Correct
PR003765,S008,SKU0265,2026-06-01,444.9,444.9,Correct
PR003766,S008,SKU0266,2026-06-01,233.24,233.24,Correct
PR003767,S008,SKU0267,2026-06-01,51.75,51.75,Correct
PR003768,S008,SKU0268,2026-06-01,161.09,161.09,Correct
PR003769,S008,SKU0269,2026-06-01,250.26,250.26,Correct
PR003770,S008,SKU0270,2026-06-01,385.55,385.55,Correct
PR003771,S008,SKU0271,2026-06-01,169.05,169.05,Correct
PR003772,S008,SKU0272,2026-06-01,170.44,170.44,Correct
PR003773,S008,SKU0273,2026-06-01,249.08,249.08,Correct
PR003774,S008,SKU0274,2026-06-01,260.81,250.81,Mismatch
PR003775,S008,SKU0275,2026-06-01,415.78,415.78,Correct
PR003776,S008,SKU0276,2026-06-01,430.62,430.62,Correct
PR003777,S008,SKU0277,2026-06-01,332.37,332.37,Correct
PR003778,S008,SKU0278,2026-06-01,43.21,43.21,Correct
PR003779,S008,SKU0279,2026-06-01,313.32,313.32,Correct
PR003780,S008,SKU0280,2026-06-01,95.58,95.58,Correct
PR003781,S008,SKU0281,2026-06-01,475.38,475.38,Correct
PR003782,S008,SKU0282,2026-06-01,270.71,270.71,Correct
PR003783,S008,SKU0283,2026-06-01,113.95,113.95,Correct
PR003784,S008,SKU0284,2026-06-01,237.85,237.85,Correct
PR003785,S008,SKU0285,2026-06-01,419.41,419.41,Correct
PR003786,S008,SKU0286,2026-06-01,295.57,295.57,Correct
PR003787,S008,SKU0287,2026-06-01,308.45,308.45,Correct
PR003788,S008,SKU0288,2026-06-01,490.44,490.44,Correct
PR003789,S008,SKU0289,2026-06-01,208.68,208.68,Correct
PR003790,S008,SKU0290,2026-06-01,158.05,172.05,Mismatch
PR003791,S008,SKU0291,2026-06-01,451.08,451.08,Correct
PR003792,S008,SKU0292,2026-06-01,61.58,61.58,Correct
PR003793,S008,SKU0293,2026-06-01,407.95,407.95,Correct
PR003794,S008,SKU0294,2026-06-01,486.7,486.7,Correct
PR003795,S008,SKU0295,2026-06-01,87.26,87.26,Correct
PR003796,S008,SKU0296,2026-06-01,400.62,400.62,Correct
PR003797,S008,SKU0297,2026-06-01,171.67,171.67,Correct
PR003798,S008,SKU0298,2026-06-01,69.3,69.3,Correct
PR003799,S008,SKU0299,2026-06-01,110.33,110.33,Correct
PR003800,S008,SKU0300,2026-06-01,395.96,395.96,Correct
PR003801,S008,SKU0301,2026-06-01,181.13,181.13,Correct
PR003802,S008,SKU0302,2026-06-01,443.35,443.35,Correct
PR003803,S008,SKU0303,2026-06-01,308.4,308.4,Correct
PR003804,S008,SKU0304,2026-06-01,267.27,267.27,Correct
PR003805,S008,SKU0305,2026-06-01,90.49,90.49,Correct
PR003806,S008,SKU0306,2026-06-01,22.74,22.74,Correct
PR003807,S008,SKU0307,2026-06-01,82.79,82.79,Correct
PR003808,S008,SKU0308,2026-06-01,378.2,378.2,Correct
PR003809,S008,SKU0309,2026-06-01,421.52,421.52,Correct
PR003810,S008,SKU0310,2026-06-01,121.74,121.74,Correct
PR003811,S008,SKU0311,2026-06-01,36.79,52.79,Mismatch
PR003812,S008,SKU0312,2026-06-01,383.12,394.12,Mismatch
PR003813,S008,SKU0313,2026-06-01,448.12,448.12,Correct
PR003814,S008,SKU0314,2026-06-01,116.21,116.21,Correct
PR003815,S008,SKU0315,2026-06-01,52.02,52.02,Correct
PR003816,S008,SKU0316,2026-06-01,210.07,210.07,Correct
PR003817,S008,SKU0317,2026-06-01,384.46,384.46,Correct
PR003818,S008,SKU0318,2026-06-01,310.29,310.29,Correct
PR003819,S008,SKU0319,2026-06-01,36.61,56.61,Mismatch
PR003820,S008,SKU0320,2026-06-01,252.05,252.05,Correct
PR003821,S008,SKU0321,2026-06-01,130.18,126.18,Mismatch
PR003822,S008,SKU0322,2026-06-01,410.99,410.99,Correct
PR003823,S008,SKU0323,2026-06-01,245.34,245.34,Correct
PR003824,S008,SKU0324,2026-06-01,171.17,171.17,Correct
PR003825,S008,SKU0325,2026-06-01,324.51,324.51,Correct
PR003826,S008,SKU0326,2026-06-01,439.2,439.2,Correct
PR003827,S008,SKU0327,2026-06-01,277.46,277.46,Correct
PR003828,S008,SKU0328,2026-06-01,380.9,380.9,Correct
PR003829,S008,SKU0329,2026-06-01,153.06,153.06,Correct
PR003830,S008,SKU0330,2026-06-01,484.22,484.22,Correct
PR003831,S008,SKU0331,2026-06-01,280.85,280.85,Correct
PR003832,S008,SKU0332,2026-06-01,398.74,398.74,Correct
PR003833,S008,SKU0333,2026-06-01,383.06,383.06,Correct
PR003834,S008,SKU0334,2026-06-01,298.07,298.07,Correct
PR003835,S008,SKU0335,2026-06-01,283.02,286.02,Mismatch
PR003836,S008,SKU0336,2026-06-01,262.59,262.59,Correct
PR003837,S008,SKU0337,2026-06-01,123.3,123.3,Correct
PR003838,S008,SKU0338,2026-06-01,153.18,153.18,Correct
PR003839,S008,SKU0339,2026-06-01,333.9,333.9,Correct
PR003840,S008,SKU0340,2026-06-01,121.34,104.34,Mismatch
PR003841,S008,SKU0341,2026-06-01,234.46,234.46,Correct
PR003842,S008,SKU0342,2026-06-01,357.82,357.82,Correct
PR003843,S008,SKU0343,2026-06-01,76.1,76.1,Correct
PR003844,S008,SKU0344,2026-06-01,283.35,283.35,Correct
PR003845,S008,SKU0345,2026-06-01,229.48,229.48,Correct
PR003846,S008,SKU0346,2026-06-01,82.07,82.07,Correct
PR003847,S008,SKU0347,2026-06-01,379.83,379.83,Correct
PR003848,S008,SKU0348,2026-06-01,116.7,116.7,Correct
PR003849,S008,SKU0349,2026-06-01,185.45,185.45,Correct
PR003850,S008,SKU0350,2026-06-01,317.7,317.7,Correct
PR003851,S008,SKU0351,2026-06-01,242.86,242.86,Correct
PR003852,S008,SKU0352,2026-06-01,159.24,159.24,Correct
PR003853,S008,SKU0353,2026-06-01,50.83,50.83,Correct
PR003854,S008,SKU0354,2026-06-01,302.64,302.64,Correct
PR003855,S008,SKU0355,2026-06-01,29.53,29.53,Correct
PR003856,S008,SKU0356,2026-06-01,405.07,405.07,Correct
PR003857,S008,SKU0357,2026-06-01,257.41,257.41,Correct
PR003858,S008,SKU0358,2026-06-01,397.39,397.39,Correct
PR003859,S008,SKU0359,2026-06-01,420.05,420.05,Correct
PR003860,S008,SKU0360,2026-06-01,442.46,442.46,Correct
PR003861,S008,SKU0361,2026-06-01,354.14,354.14,Correct
PR003862,S008,SKU0362,2026-06-01,205.94,205.94,Correct
PR003863,S008,SKU0363,2026-06-01,134.77,134.77,Correct
PR003864,S008,SKU0364,2026-06-01,71.16,71.16,Correct
PR003865,S008,SKU0365,2026-06-01,343.63,343.63,Correct
PR003866,S008,SKU0366,2026-06-01,315.27,315.27,Correct
PR003867,S008,SKU0367,2026-06-01,462.01,462.01,Correct
PR003868,S008,SKU0368,2026-06-01,160.26,160.26,Correct
PR003869,S008,SKU0369,2026-06-01,156.2,156.2,Correct
PR003870,S008,SKU0370,2026-06-01,469.75,469.75,Correct
PR003871,S008,SKU0371,2026-06-01,165.51,165.51,Correct
PR003872,S008,SKU0372,2026-06-01,122.38,122.38,Correct
PR003873,S008,SKU0373,2026-06-01,52.31,52.31,Correct
PR003874,S008,SKU0374,2026-06-01,66.93,72.93,Mismatch
PR003875,S008,SKU0375,2026-06-01,199.65,199.65,Correct
PR003876,S008,SKU0376,2026-06-01,398.66,398.66,Correct
PR003877,S008,SKU0377,2026-06-01,32.09,32.09,Correct
PR003878,S008,SKU0378,2026-06-01,35.81,35.81,Correct
PR003879,S008,SKU0379,2026-06-01,145.2,145.2,Correct
PR003880,S008,SKU0380,2026-06-01,432.1,432.1,Correct
PR003881,S008,SKU0381,2026-06-01,144.53,144.53,Correct
PR003882,S008,SKU0382,2026-06-01,422.44,422.44,Correct
PR003883,S008,SKU0383,2026-06-01,149.07,149.07,Correct
PR003884,S008,SKU0384,2026-06-01,461.26,461.26,Correct
PR003885,S008,SKU0385,2026-06-01,272.31,272.31,Correct
PR003886,S008,SKU0386,2026-06-01,229.88,229.88,Correct
PR003887,S008,SKU0387,2026-06-01,479.91,479.91,Correct
PR003888,S008,SKU0388,2026-06-01,203.05,203.05,Correct
PR003889,S008,SKU0389,2026-06-01,263.62,263.62,Correct
PR003890,S008,SKU0390,2026-06-01,406.98,406.98,Correct
PR003891,S008,SKU0391,2026-06-01,294.97,294.97,Correct
PR003892,S008,SKU0392,2026-06-01,426.76,426.76,Correct
PR003893,S008,SKU0393,2026-06-01,327.1,327.1,Correct
PR003894,S008,SKU0394,2026-06-01,427.97,427.97,Correct
PR003895,S008,SKU0395,2026-06-01,211.89,211.89,Correct
PR003896,S008,SKU0396,2026-06-01,46.88,43.88,Mismatch
PR003897,S008,SKU0397,2026-06-01,330.37,330.37,Correct
PR003898,S008,SKU0398,2026-06-01,426.28,426.28,Correct
PR003899,S008,SKU0399,2026-06-01,175.35,175.35,Correct
PR003900,S008,SKU0400,2026-06-01,398.04,398.04,Correct
PR003901,S008,SKU0401,2026-06-01,463.74,463.74,Correct
PR003902,S008,SKU0402,2026-06-01,137.87,137.87,Correct
PR003903,S008,SKU0403,2026-06-01,468.48,468.48,Correct
PR003904,S008,SKU0404,2026-06-01,121.78,121.78,Correct
PR003905,S008,SKU0405,2026-06-01,134.27,134.27,Correct
PR003906,S008,SKU0406,2026-06-01,74.47,74.47,Correct
PR003907,S008,SKU0407,2026-06-01,441.9,441.9,Correct
PR003908,S008,SKU0408,2026-06-01,107.58,107.58,Correct
PR003909,S008,SKU0409,2026-06-01,277.2,277.2,Correct
PR003910,S008,SKU0410,2026-06-01,128.02,128.02,Correct
PR003911,S008,SKU0411,2026-06-01,135.3,135.3,Correct
PR003912,S008,SKU0412,2026-06-01,308.19,308.19,Correct
PR003913,S008,SKU0413,2026-06-01,261.21,261.21,Correct
PR003914,S008,SKU0414,2026-06-01,438.98,438.98,Correct
PR003915,S008,SKU0415,2026-06-01,417.29,417.29,Correct
PR003916,S008,SKU0416,2026-06-01,441.77,447.77,Mismatch
PR003917,S008,SKU0417,2026-06-01,336.68,336.68,Correct
PR003918,S008,SKU0418,2026-06-01,108.21,108.21,Correct
PR003919,S008,SKU0419,2026-06-01,235.1,235.1,Correct
PR003920,S008,SKU0420,2026-06-01,82.83,82.83,Correct
PR003921,S008,SKU0421,2026-06-01,30.88,30.88,Correct
PR003922,S008,SKU0422,2026-06-01,222.65,237.65,Mismatch
PR003923,S008,SKU0423,2026-06-01,369.12,369.12,Correct
PR003924,S008,SKU0424,2026-06-01,302.32,302.32,Correct
PR003925,S008,SKU0425,2026-06-01,334.89,334.89,Correct
PR003926,S008,SKU0426,2026-06-01,97.1,97.1,Correct
PR003927,S008,SKU0427,2026-06-01,464.09,464.09,Correct
PR003928,S008,SKU0428,2026-06-01,164.6,164.6,Correct
PR003929,S008,SKU0429,2026-06-01,495.57,495.57,Correct
PR003930,S008,SKU0430,2026-06-01,123.54,123.54,Correct
PR003931,S008,SKU0431,2026-06-01,317.25,317.25,Correct
PR003932,S008,SKU0432,2026-06-01,105.94,103.94,Mismatch
PR003933,S008,SKU0433,2026-06-01,210.98,210.98,Correct
PR003934,S008,SKU0434,2026-06-01,106.95,120.95,Mismatch
PR003935,S008,SKU0435,2026-06-01,382.31,382.31,Correct
PR003936,S008,SKU0436,2026-06-01,73.28,73.28,Correct
PR003937,S008,SKU0437,2026-06-01,272.8,272.8,Correct
PR003938,S008,SKU0438,2026-06-01,153.91,153.91,Correct
PR003939,S008,SKU0439,2026-06-01,170.35,170.35,Correct
PR003940,S008,SKU0440,2026-06-01,403.34,413.34,Mismatch
PR003941,S008,SKU0441,2026-06-01,123.23,123.23,Correct
PR003942,S008,SKU0442,2026-06-01,45.7,45.7,Correct
