audit_id,audit_date,store_id,sku_id,expected_qty,detected_qty,visibility_score,shelf_compliance,audit_issue
AUD006611,2026-06-01,S014,SKU0111,30,20,66.67,Compliant,None
AUD006612,2026-06-01,S014,SKU0112,16,9,56.25,Compliant,None
AUD006613,2026-06-01,S014,SKU0113,19,13,68.42,Compliant,None
AUD006614,2026-06-01,S014,SKU0114,30,28,93.33,Compliant,None
AUD006615,2026-06-01,S014,SKU0115,15,4,26.67,Non-Compliant,Low Visibility
AUD006616,2026-06-01,S014,SKU0116,34,16,47.06,Non-Compliant,Low Visibility
AUD006617,2026-06-01,S014,SKU0117,14,14,100.0,Non-Compliant,Misplaced Product
AUD006618,2026-06-01,S014,SKU0118,11,0,0.0,Non-Compliant,Stock Out
AUD006619,2026-06-01,S014,SKU0119,15,11,73.33,Compliant,None
AUD006620,2026-06-01,S014,SKU0120,24,5,20.83,Non-Compliant,Low Visibility
AUD006621,2026-06-01,S014,SKU0121,12,11,91.67,Compliant,None
AUD006622,2026-06-01,S014,SKU0122,12,8,66.67,Compliant,None
AUD006623,2026-06-01,S014,SKU0123,30,19,63.33,Compliant,None
AUD006624,2026-06-01,S014,SKU0124,15,0,0.0,Non-Compliant,Stock Out
AUD006625,2026-06-01,S014,SKU0125,39,34,87.18,Compliant,None
AUD006626,2026-06-01,S014,SKU0126,24,13,54.17,Compliant,None
AUD006627,2026-06-01,S014,SKU0127,29,15,51.72,Compliant,None
AUD006628,2026-06-01,S014,SKU0128,15,0,0.0,Non-Compliant,Stock Out
AUD006629,2026-06-01,S014,SKU0129,31,22,70.97,Compliant,None
AUD006630,2026-06-01,S014,SKU0130,29,19,65.52,Compliant,None
AUD006631,2026-06-01,S014,SKU0131,21,13,61.9,Compliant,None
AUD006632,2026-06-01,S014,SKU0132,33,27,81.82,Compliant,None
AUD006633,2026-06-01,S014,SKU0133,23,4,17.39,Non-Compliant,Low Visibility
AUD006634,2026-06-01,S014,SKU0134,13,8,61.54,Compliant,None
AUD006635,2026-06-01,S014,SKU0135,24,16,66.67,Compliant,None
AUD006636,2026-06-01,S014,SKU0136,20,1,5.0,Non-Compliant,Low Visibility
AUD006637,2026-06-01,S014,SKU0137,18,17,94.44,Compliant,None
AUD006638,2026-06-01,S014,SKU0138,12,5,41.67,Non-Compliant,Low Visibility
AUD006639,2026-06-01,S014,SKU0139,38,34,89.47,Compliant,None
AUD006640,2026-06-01,S014,SKU0140,29,22,75.86,Compliant,None
AUD006641,2026-06-01,S014,SKU0141,15,15,100.0,Compliant,None
AUD006642,2026-06-01,S014,SKU0142,34,26,76.47,Compliant,None
AUD006643,2026-06-01,S014,SKU0143,25,20,80.0,Compliant,None
AUD006644,2026-06-01,S014,SKU0144,33,25,75.76,Compliant,None
AUD006645,2026-06-01,S014,SKU0145,27,17,62.96,Compliant,None
AUD006646,2026-06-01,S014,SKU0146,20,8,40.0,Non-Compliant,Low Visibility
AUD006647,2026-06-01,S014,SKU0147,38,36,94.74,Compliant,None
AUD006648,2026-06-01,S014,SKU0148,27,15,55.56,Compliant,None
AUD006649,2026-06-01,S014,SKU0149,33,31,93.94,Compliant,None
AUD006650,2026-06-01,S014,SKU0150,10,2,20.0,Non-Compliant,Low Visibility
AUD006651,2026-06-01,S014,SKU0151,15,8,53.33,Compliant,None
AUD006652,2026-06-01,S014,SKU0152,14,14,100.0,Compliant,None
AUD006653,2026-06-01,S014,SKU0153,11,10,90.91,Compliant,None
AUD006654,2026-06-01,S014,SKU0154,21,10,47.62,Non-Compliant,Low Visibility
AUD006655,2026-06-01,S014,SKU0155,11,7,63.64,Compliant,None
AUD006656,2026-06-01,S014,SKU0156,20,2,10.0,Non-Compliant,Low Visibility
AUD006657,2026-06-01,S014,SKU0157,30,20,66.67,Compliant,None
AUD006658,2026-06-01,S014,SKU0158,27,15,55.56,Compliant,None
AUD006659,2026-06-01,S014,SKU0159,21,17,80.95,Compliant,None
AUD006660,2026-06-01,S014,SKU0160,17,11,64.71,Non-Compliant,Misplaced Product
AUD006661,2026-06-01,S014,SKU0161,29,17,58.62,Compliant,None
AUD006662,2026-06-01,S014,SKU0162,22,9,40.91,Non-Compliant,Low Visibility
AUD006663,2026-06-01,S014,SKU0163,18,9,50.0,Compliant,None
AUD006664,2026-06-01,S014,SKU0164,35,24,68.57,Compliant,None
AUD006665,2026-06-01,S014,SKU0165,15,0,0.0,Non-Compliant,Stock Out
AUD006666,2026-06-01,S014,SKU0166,38,36,94.74,Compliant,None
AUD006667,2026-06-01,S014,SKU0167,14,0,0.0,Non-Compliant,Stock Out
AUD006668,2026-06-01,S014,SKU0168,22,5,22.73,Non-Compliant,Low Visibility
AUD006669,2026-06-01,S014,SKU0169,13,12,92.31,Compliant,None
AUD006670,2026-06-01,S014,SKU0170,32,21,65.62,Compliant,None
AUD006671,2026-06-01,S014,SKU0171,20,9,45.0,Non-Compliant,Low Visibility
AUD006672,2026-06-01,S014,SKU0172,25,15,60.0,Compliant,None
AUD006673,2026-06-01,S014,SKU0173,10,0,0.0,Non-Compliant,Stock Out
AUD006674,2026-06-01,S014,SKU0174,29,14,48.28,Non-Compliant,Low Visibility
AUD006675,2026-06-01,S014,SKU0175,33,23,69.7,Non-Compliant,Misplaced Product
AUD006676,2026-06-01,S014,SKU0176,22,15,68.18,Compliant,None
AUD006677,2026-06-01,S014,SKU0177,31,29,93.55,Compliant,None
AUD006678,2026-06-01,S014,SKU0178,26,25,96.15,Compliant,None
AUD006679,2026-06-01,S014,SKU0179,18,15,83.33,Compliant,None
AUD006680,2026-06-01,S014,SKU0180,22,18,81.82,Compliant,None
AUD006681,2026-06-01,S014,SKU0181,26,19,73.08,Compliant,None
AUD006682,2026-06-01,S014,SKU0182,27,19,70.37,Compliant,None
AUD006683,2026-06-01,S014,SKU0183,35,32,91.43,Compliant,None
AUD006684,2026-06-01,S014,SKU0184,38,31,81.58,Compliant,None
AUD006685,2026-06-01,S014,SKU0185,16,0,0.0,Non-Compliant,Stock Out
AUD006686,2026-06-01,S014,SKU0186,34,22,64.71,Compliant,None
AUD006687,2026-06-01,S014,SKU0187,19,0,0.0,Non-Compliant,Stock Out
AUD006688,2026-06-01,S014,SKU0188,35,18,51.43,Compliant,None
AUD006689,2026-06-01,S014,SKU0189,36,33,91.67,Compliant,None
AUD006690,2026-06-01,S014,SKU0190,33,18,54.55,Compliant,None
AUD006691,2026-06-01,S014,SKU0191,15,1,6.67,Non-Compliant,Low Visibility
AUD006692,2026-06-01,S014,SKU0192,15,9,60.0,Non-Compliant,Misplaced Product
AUD006693,2026-06-01,S014,SKU0193,19,19,100.0,Compliant,None
AUD006694,2026-06-01,S014,SKU0194,29,12,41.38,Non-Compliant,Low Visibility
AUD006695,2026-06-01,S014,SKU0195,19,19,100.0,Non-Compliant,Misplaced Product
AUD006696,2026-06-01,S014,SKU0196,34,29,85.29,Compliant,None
AUD006697,2026-06-01,S014,SKU0197,28,26,92.86,Compliant,None
AUD006698,2026-06-01,S014,SKU0198,14,5,35.71,Non-Compliant,Low Visibility
AUD006699,2026-06-01,S014,SKU0199,39,26,66.67,Compliant,None
AUD006700,2026-06-01,S014,SKU0200,11,0,0.0,Non-Compliant,Stock Out
AUD006701,2026-06-01,S014,SKU0201,31,19,61.29,Compliant,None
AUD006702,2026-06-01,S014,SKU0202,23,17,73.91,Compliant,None
AUD006703,2026-06-01,S014,SKU0203,29,26,89.66,Compliant,None
AUD006704,2026-06-01,S014,SKU0204,10,0,0.0,Non-Compliant,Stock Out
AUD006705,2026-06-01,S014,SKU0205,28,20,71.43,Compliant,None
AUD006706,2026-06-01,S014,SKU0206,39,30,76.92,Compliant,None
AUD006707,2026-06-01,S014,SKU0207,25,25,100.0,Compliant,None
AUD006708,2026-06-01,S014,SKU0208,23,23,100.0,Compliant,None
AUD006709,2026-06-01,S014,SKU0209,22,14,63.64,Non-Compliant,Misplaced Product
AUD006710,2026-06-01,S014,SKU0210,22,22,100.0,Compliant,None
AUD006711,2026-06-01,S014,SKU0211,20,4,20.0,Non-Compliant,Low Visibility
AUD006712,2026-06-01,S014,SKU0212,30,15,50.0,Compliant,None
AUD006713,2026-06-01,S014,SKU0213,32,15,46.88,Non-Compliant,Low Visibility
AUD006714,2026-06-01,S014,SKU0214,33,15,45.45,Non-Compliant,Low Visibility
AUD006715,2026-06-01,S014,SKU0215,26,17,65.38,Compliant,None
AUD006716,2026-06-01,S014,SKU0216,18,8,44.44,Non-Compliant,Low Visibility
AUD006717,2026-06-01,S014,SKU0217,34,26,76.47,Compliant,None
AUD006718,2026-06-01,S014,SKU0218,32,25,78.12,Non-Compliant,Misplaced Product
AUD006719,2026-06-01,S014,SKU0219,36,24,66.67,Compliant,None
AUD006720,2026-06-01,S014,SKU0220,36,21,58.33,Compliant,None
AUD006721,2026-06-01,S014,SKU0221,27,15,55.56,Compliant,None
AUD006722,2026-06-01,S014,SKU0222,34,18,52.94,Compliant,None
AUD006723,2026-06-01,S014,SKU0223,12,5,41.67,Non-Compliant,Low Visibility
AUD006724,2026-06-01,S014,SKU0224,22,10,45.45,Non-Compliant,Low Visibility
AUD006725,2026-06-01,S014,SKU0225,18,15,83.33,Compliant,None
AUD006726,2026-06-01,S014,SKU0226,15,10,66.67,Compliant,None
AUD006727,2026-06-01,S014,SKU0227,25,7,28.0,Non-Compliant,Low Visibility
AUD006728,2026-06-01,S014,SKU0228,19,9,47.37,Non-Compliant,Low Visibility
AUD006729,2026-06-01,S014,SKU0229,38,22,57.89,Compliant,None
AUD006730,2026-06-01,S014,SKU0230,39,36,92.31,Compliant,None
AUD006731,2026-06-01,S014,SKU0231,35,19,54.29,Compliant,None
AUD006732,2026-06-01,S014,SKU0232,23,8,34.78,Non-Compliant,Low Visibility
AUD006733,2026-06-01,S014,SKU0233,35,30,85.71,Compliant,None
AUD006734,2026-06-01,S014,SKU0234,35,16,45.71,Non-Compliant,Low Visibility
AUD006735,2026-06-01,S014,SKU0235,13,5,38.46,Non-Compliant,Low Visibility
AUD006736,2026-06-01,S014,SKU0236,18,17,94.44,Compliant,None
AUD006737,2026-06-01,S014,SKU0237,14,3,21.43,Non-Compliant,Low Visibility
AUD006738,2026-06-01,S014,SKU0238,28,20,71.43,Compliant,None
AUD006739,2026-06-01,S014,SKU0239,33,23,69.7,Compliant,None
AUD006740,2026-06-01,S014,SKU0240,15,11,73.33,Compliant,None
AUD006741,2026-06-01,S014,SKU0241,25,6,24.0,Non-Compliant,Low Visibility
AUD006742,2026-06-01,S014,SKU0242,24,19,79.17,Compliant,None
AUD006743,2026-06-01,S014,SKU0243,15,11,73.33,Compliant,None
AUD006744,2026-06-01,S014,SKU0244,20,20,100.0,Compliant,None
AUD006745,2026-06-01,S014,SKU0245,29,20,68.97,Compliant,None
AUD006746,2026-06-01,S014,SKU0246,31,26,83.87,Compliant,None
AUD006747,2026-06-01,S014,SKU0247,38,31,81.58,Compliant,None
AUD006748,2026-06-01,S014,SKU0248,22,22,100.0,Compliant,None
AUD006749,2026-06-01,S014,SKU0249,37,24,64.86,Compliant,None
AUD006750,2026-06-01,S014,SKU0250,33,32,96.97,Compliant,None
AUD006751,2026-06-01,S014,SKU0251,27,8,29.63,Non-Compliant,Low Visibility
AUD006752,2026-06-01,S014,SKU0252,16,13,81.25,Compliant,None
AUD006753,2026-06-01,S014,SKU0253,33,29,87.88,Non-Compliant,Misplaced Product
AUD006754,2026-06-01,S014,SKU0254,37,23,62.16,Compliant,None
AUD006755,2026-06-01,S014,SKU0255,11,0,0.0,Non-Compliant,Stock Out
AUD006756,2026-06-01,S014,SKU0256,24,16,66.67,Compliant,None
AUD006757,2026-06-01,S014,SKU0257,19,16,84.21,Compliant,None
AUD006758,2026-06-01,S014,SKU0258,25,22,88.0,Compliant,None
AUD006759,2026-06-01,S014,SKU0259,26,12,46.15,Non-Compliant,Low Visibility
AUD006760,2026-06-01,S014,SKU0260,35,28,80.0,Compliant,None
AUD006761,2026-06-01,S014,SKU0261,21,16,76.19,Compliant,None
AUD006762,2026-06-01,S014,SKU0262,20,16,80.0,Compliant,None
AUD006763,2026-06-01,S014,SKU0263,39,35,89.74,Compliant,None
AUD006764,2026-06-01,S014,SKU0264,29,15,51.72,Compliant,None
AUD006765,2026-06-01,S014,SKU0265,38,36,94.74,Compliant,None
AUD006766,2026-06-01,S014,SKU0266,35,22,62.86,Compliant,None
AUD006767,2026-06-01,S014,SKU0267,24,7,29.17,Non-Compliant,Low Visibility
AUD006768,2026-06-01,S014,SKU0268,25,8,32.0,Non-Compliant,Low Visibility
AUD006769,2026-06-01,S014,SKU0269,17,10,58.82,Compliant,None
AUD006770,2026-06-01,S014,SKU0270,13,0,0.0,Non-Compliant,Stock Out
AUD006771,2026-06-01,S014,SKU0271,18,12,66.67,Compliant,None
AUD006772,2026-06-01,S014,SKU0272,30,28,93.33,Compliant,None
AUD006773,2026-06-01,S014,SKU0273,37,30,81.08,Compliant,None
AUD006774,2026-06-01,S014,SKU0274,34,31,91.18,Compliant,None
AUD006775,2026-06-01,S014,SKU0275,26,9,34.62,Non-Compliant,Low Visibility
AUD006776,2026-06-01,S014,SKU0276,36,33,91.67,Compliant,None
AUD006777,2026-06-01,S014,SKU0277,28,10,35.71,Non-Compliant,Low Visibility
AUD006778,2026-06-01,S014,SKU0278,32,29,90.62,Compliant,None
AUD006779,2026-06-01,S014,SKU0279,12,0,0.0,Non-Compliant,Stock Out
AUD006780,2026-06-01,S014,SKU0280,27,26,96.3,Compliant,None
AUD006781,2026-06-01,S014,SKU0281,21,18,85.71,Compliant,None
AUD006782,2026-06-01,S014,SKU0282,20,4,20.0,Non-Compliant,Low Visibility
AUD006783,2026-06-01,S014,SKU0283,31,13,41.94,Non-Compliant,Low Visibility
AUD006784,2026-06-01,S014,SKU0284,33,28,84.85,Compliant,None
AUD006785,2026-06-01,S014,SKU0285,20,3,15.0,Non-Compliant,Low Visibility
AUD006786,2026-06-01,S014,SKU0286,26,21,80.77,Compliant,None
AUD006787,2026-06-01,S014,SKU0287,30,23,76.67,Compliant,None
AUD006788,2026-06-01,S014,SKU0288,21,19,90.48,Compliant,None
AUD006789,2026-06-01,S014,SKU0289,22,17,77.27,Compliant,None
AUD006790,2026-06-01,S014,SKU0290,38,34,89.47,Compliant,None
AUD006791,2026-06-01,S014,SKU0291,11,9,81.82,Compliant,None
AUD006792,2026-06-01,S014,SKU0292,14,8,57.14,Compliant,None
AUD006793,2026-06-01,S014,SKU0293,28,19,67.86,Compliant,None
AUD006794,2026-06-01,S014,SKU0294,24,12,50.0,Compliant,None
AUD006795,2026-06-01,S014,SKU0295,22,21,95.45,Compliant,None
AUD006796,2026-06-01,S014,SKU0296,17,13,76.47,Non-Compliant,Misplaced Product
AUD006797,2026-06-01,S014,SKU0297,18,7,38.89,Non-Compliant,Low Visibility
AUD006798,2026-06-01,S014,SKU0298,17,4,23.53,Non-Compliant,Low Visibility
AUD006799,2026-06-01,S014,SKU0299,12,0,0.0,Non-Compliant,Stock Out
AUD006800,2026-06-01,S014,SKU0300,27,13,48.15,Non-Compliant,Low Visibility
AUD006801,2026-06-01,S014,SKU0301,26,12,46.15,Non-Compliant,Low Visibility
AUD006802,2026-06-01,S014,SKU0302,17,16,94.12,Compliant,None
AUD006803,2026-06-01,S014,SKU0303,12,10,83.33,Compliant,None
AUD006804,2026-06-01,S014,SKU0304,13,0,0.0,Non-Compliant,Stock Out
AUD006805,2026-06-01,S014,SKU0305,13,10,76.92,Non-Compliant,Misplaced Product
AUD006806,2026-06-01,S014,SKU0306,33,18,54.55,Compliant,None
AUD006807,2026-06-01,S014,SKU0307,14,2,14.29,Non-Compliant,Low Visibility
AUD006808,2026-06-01,S014,SKU0308,29,16,55.17,Compliant,None
AUD006809,2026-06-01,S014,SKU0309,30,19,63.33,Compliant,None
AUD006810,2026-06-01,S014,SKU0310,22,16,72.73,Non-Compliant,Misplaced Product
AUD006811,2026-06-01,S014,SKU0311,12,0,0.0,Non-Compliant,Stock Out
AUD006812,2026-06-01,S014,SKU0312,23,11,47.83,Non-Compliant,Low Visibility
AUD006813,2026-06-01,S014,SKU0313,11,2,18.18,Non-Compliant,Low Visibility
AUD006814,2026-06-01,S014,SKU0314,30,23,76.67,Compliant,None
AUD006815,2026-06-01,S014,SKU0315,35,27,77.14,Non-Compliant,Misplaced Product
AUD006816,2026-06-01,S014,SKU0316,19,16,84.21,Compliant,None
AUD006817,2026-06-01,S014,SKU0317,38,32,84.21,Compliant,None
AUD006818,2026-06-01,S014,SKU0318,27,19,70.37,Compliant,None
AUD006819,2026-06-01,S014,SKU0319,21,6,28.57,Non-Compliant,Low Visibility
AUD006820,2026-06-01,S014,SKU0320,24,17,70.83,Compliant,None
AUD006821,2026-06-01,S014,SKU0321,12,10,83.33,Compliant,None
AUD006822,2026-06-01,S014,SKU0322,18,18,100.0,Compliant,None
AUD006823,2026-06-01,S014,SKU0323,39,21,53.85,Compliant,None
AUD006824,2026-06-01,S014,SKU0324,18,15,83.33,Compliant,None
AUD006825,2026-06-01,S014,SKU0325,36,28,77.78,Compliant,None
AUD006826,2026-06-01,S014,SKU0326,36,18,50.0,Non-Compliant,Misplaced Product
AUD006827,2026-06-01,S014,SKU0327,31,18,58.06,Compliant,None
AUD006828,2026-06-01,S014,SKU0328,13,0,0.0,Non-Compliant,Stock Out
AUD006829,2026-06-01,S014,SKU0329,26,13,50.0,Compliant,None
AUD006830,2026-06-01,S014,SKU0330,37,27,72.97,Compliant,None
AUD006831,2026-06-01,S014,SKU0331,35,34,97.14,Compliant,None
AUD006832,2026-06-01,S014,SKU0332,39,34,87.18,Compliant,None
AUD006833,2026-06-01,S014,SKU0333,33,23,69.7,Compliant,None
AUD006834,2026-06-01,S014,SKU0334,16,4,25.0,Non-Compliant,Low Visibility
AUD006835,2026-06-01,S014,SKU0335,22,5,22.73,Non-Compliant,Low Visibility
AUD006836,2026-06-01,S014,SKU0336,35,21,60.0,Compliant,None
AUD006837,2026-06-01,S014,SKU0337,29,18,62.07,Compliant,None
AUD006838,2026-06-01,S014,SKU0338,35,29,82.86,Compliant,None
AUD006839,2026-06-01,S014,SKU0339,37,32,86.49,Compliant,None
AUD006840,2026-06-01,S014,SKU0340,15,4,26.67,Non-Compliant,Low Visibility
AUD006841,2026-06-01,S014,SKU0341,37,21,56.76,Compliant,None
AUD006842,2026-06-01,S014,SKU0342,22,22,100.0,Compliant,None
AUD006843,2026-06-01,S014,SKU0343,32,31,96.88,Compliant,None
AUD006844,2026-06-01,S014,SKU0344,12,0,0.0,Non-Compliant,Stock Out
AUD006845,2026-06-01,S014,SKU0345,34,26,76.47,Compliant,None
AUD006846,2026-06-01,S014,SKU0346,20,5,25.0,Non-Compliant,Low Visibility
AUD006847,2026-06-01,S014,SKU0347,34,23,67.65,Compliant,None
AUD006848,2026-06-01,S014,SKU0348,14,9,64.29,Compliant,None
AUD006849,2026-06-01,S014,SKU0349,11,7,63.64,Compliant,None
AUD006850,2026-06-01,S014,SKU0350,18,12,66.67,Compliant,None
AUD006851,2026-06-01,S014,SKU0351,17,3,17.65,Non-Compliant,Low Visibility
AUD006852,2026-06-01,S014,SKU0352,32,32,100.0,Compliant,None
AUD006853,2026-06-01,S014,SKU0353,15,9,60.0,Non-Compliant,Misplaced Product
AUD006854,2026-06-01,S014,SKU0354,33,28,84.85,Compliant,None
AUD006855,2026-06-01,S014,SKU0355,22,14,63.64,Compliant,None
AUD006856,2026-06-01,S014,SKU0356,11,0,0.0,Non-Compliant,Stock Out
AUD006857,2026-06-01,S014,SKU0357,18,3,16.67,Non-Compliant,Low Visibility
AUD006858,2026-06-01,S014,SKU0358,13,0,0.0,Non-Compliant,Stock Out
AUD006859,2026-06-01,S014,SKU0359,18,8,44.44,Non-Compliant,Low Visibility
AUD006860,2026-06-01,S014,SKU0360,32,32,100.0,Compliant,None
AUD006861,2026-06-01,S014,SKU0361,19,13,68.42,Compliant,None
AUD006862,2026-06-01,S014,SKU0362,38,23,60.53,Compliant,None
AUD006863,2026-06-01,S014,SKU0363,15,13,86.67,Compliant,None
AUD006864,2026-06-01,S014,SKU0364,10,0,0.0,Non-Compliant,Stock Out
AUD006865,2026-06-01,S014,SKU0365,10,0,0.0,Non-Compliant,Stock Out
AUD006866,2026-06-01,S014,SKU0366,32,31,96.88,Compliant,None
AUD006867,2026-06-01,S014,SKU0367,39,35,89.74,Compliant,None
AUD006868,2026-06-01,S014,SKU0368,13,13,100.0,Compliant,None
AUD006869,2026-06-01,S014,SKU0369,12,2,16.67,Non-Compliant,Low Visibility
AUD006870,2026-06-01,S014,SKU0370,31,29,93.55,Compliant,None
AUD006871,2026-06-01,S014,SKU0371,13,0,0.0,Non-Compliant,Stock Out
AUD006872,2026-06-01,S014,SKU0372,13,0,0.0,Non-Compliant,Stock Out
AUD006873,2026-06-01,S014,SKU0373,33,20,60.61,Compliant,None
AUD006874,2026-06-01,S014,SKU0374,20,9,45.0,Non-Compliant,Low Visibility
AUD006875,2026-06-01,S014,SKU0375,30,11,36.67,Non-Compliant,Low Visibility
AUD006876,2026-06-01,S014,SKU0376,38,27,71.05,Compliant,None
AUD006877,2026-06-01,S014,SKU0377,33,22,66.67,Compliant,None
AUD006878,2026-06-01,S014,SKU0378,24,10,41.67,Non-Compliant,Low Visibility
AUD006879,2026-06-01,S014,SKU0379,34,23,67.65,Compliant,None
AUD006880,2026-06-01,S014,SKU0380,35,26,74.29,Compliant,None
AUD006881,2026-06-01,S014,SKU0381,27,27,100.0,Compliant,None
AUD006882,2026-06-01,S014,SKU0382,35,29,82.86,Compliant,None
AUD006883,2026-06-01,S014,SKU0383,23,14,60.87,Compliant,None
AUD006884,2026-06-01,S014,SKU0384,22,10,45.45,Non-Compliant,Low Visibility
AUD006885,2026-06-01,S014,SKU0385,23,6,26.09,Non-Compliant,Low Visibility
AUD006886,2026-06-01,S014,SKU0386,14,0,0.0,Non-Compliant,Stock Out
AUD006887,2026-06-01,S014,SKU0387,18,10,55.56,Compliant,None
AUD006888,2026-06-01,S014,SKU0388,12,2,16.67,Non-Compliant,Low Visibility
AUD006889,2026-06-01,S014,SKU0389,28,24,85.71,Compliant,None
AUD006890,2026-06-01,S014,SKU0390,16,11,68.75,Compliant,None
AUD006891,2026-06-01,S014,SKU0391,25,8,32.0,Non-Compliant,Low Visibility
AUD006892,2026-06-01,S014,SKU0392,19,10,52.63,Compliant,None
AUD006893,2026-06-01,S014,SKU0393,10,9,90.0,Compliant,None
AUD006894,2026-06-01,S014,SKU0394,27,12,44.44,Non-Compliant,Low Visibility
AUD006895,2026-06-01,S014,SKU0395,18,15,83.33,Compliant,None
AUD006896,2026-06-01,S014,SKU0396,22,21,95.45,Compliant,None
AUD006897,2026-06-01,S014,SKU0397,31,21,67.74,Compliant,None
AUD006898,2026-06-01,S014,SKU0398,37,20,54.05,Compliant,None
AUD006899,2026-06-01,S014,SKU0399,38,23,60.53,Compliant,None
AUD006900,2026-06-01,S014,SKU0400,31,14,45.16,Non-Compliant,Low Visibility
AUD006901,2026-06-01,S014,SKU0401,33,18,54.55,Compliant,None
AUD006902,2026-06-01,S014,SKU0402,26,15,57.69,Compliant,None
AUD006903,2026-06-01,S014,SKU0403,34,26,76.47,Compliant,None
AUD006904,2026-06-01,S014,SKU0404,31,17,54.84,Compliant,None
AUD006905,2026-06-01,S014,SKU0405,21,14,66.67,Compliant,None
AUD006906,2026-06-01,S014,SKU0406,26,13,50.0,Compliant,None
AUD006907,2026-06-01,S014,SKU0407,29,17,58.62,Compliant,None
AUD006908,2026-06-01,S014,SKU0408,16,1,6.25,Non-Compliant,Low Visibility
AUD006909,2026-06-01,S014,SKU0409,32,20,62.5,Compliant,None
AUD006910,2026-06-01,S014,SKU0410,31,30,96.77,Compliant,None
AUD006911,2026-06-01,S014,SKU0411,28,28,100.0,Non-Compliant,Misplaced Product
AUD006912,2026-06-01,S014,SKU0412,15,5,33.33,Non-Compliant,Low Visibility
AUD006913,2026-06-01,S014,SKU0413,35,23,65.71,Compliant,None
AUD006914,2026-06-01,S014,SKU0414,34,29,85.29,Compliant,None
AUD006915,2026-06-01,S014,SKU0415,12,9,75.0,Compliant,None
AUD006916,2026-06-01,S014,SKU0416,36,35,97.22,Compliant,None
AUD006917,2026-06-01,S014,SKU0417,27,15,55.56,Compliant,None
AUD006918,2026-06-01,S014,SKU0418,26,14,53.85,Compliant,None
AUD006919,2026-06-01,S014,SKU0419,20,12,60.0,Compliant,None
AUD006920,2026-06-01,S014,SKU0420,29,20,68.97,Compliant,None
AUD006921,2026-06-01,S014,SKU0421,14,3,21.43,Non-Compliant,Low Visibility
AUD006922,2026-06-01,S014,SKU0422,31,18,58.06,Compliant,None
AUD006923,2026-06-01,S014,SKU0423,24,22,91.67,Compliant,None
AUD006924,2026-06-01,S014,SKU0424,14,9,64.29,Compliant,None
AUD006925,2026-06-01,S014,SKU0425,19,10,52.63,Compliant,None
AUD006926,2026-06-01,S014,SKU0426,27,24,88.89,Compliant,None
AUD006927,2026-06-01,S014,SKU0427,15,5,33.33,Non-Compliant,Low Visibility
AUD006928,2026-06-01,S014,SKU0428,35,20,57.14,Compliant,None
AUD006929,2026-06-01,S014,SKU0429,25,16,64.0,Compliant,None
AUD006930,2026-06-01,S014,SKU0430,22,17,77.27,Compliant,None
AUD006931,2026-06-01,S014,SKU0431,16,7,43.75,Non-Compliant,Low Visibility
AUD006932,2026-06-01,S014,SKU0432,35,23,65.71,Compliant,None
AUD006933,2026-06-01,S014,SKU0433,31,19,61.29,Compliant,None
AUD006934,2026-06-01,S014,SKU0434,14,1,7.14,Non-Compliant,Low Visibility
AUD006935,2026-06-01,S014,SKU0435,21,19,90.48,Compliant,None
AUD006936,2026-06-01,S014,SKU0436,21,17,80.95,Compliant,None
AUD006937,2026-06-01,S014,SKU0437,21,4,19.05,Non-Compliant,Low Visibility
AUD006938,2026-06-01,S014,SKU0438,39,35,89.74,Compliant,None
AUD006939,2026-06-01,S014,SKU0439,10,0,0.0,Non-Compliant,Stock Out
AUD006940,2026-06-01,S014,SKU0440,39,22,56.41,Compliant,None
AUD006941,2026-06-01,S014,SKU0441,33,32,96.97,Compliant,None
AUD006942,2026-06-01,S014,SKU0442,30,16,53.33,Compliant,None
AUD006943,2026-06-01,S014,SKU0443,31,28,90.32,Compliant,None
AUD006944,2026-06-01,S014,SKU0444,32,24,75.0,Compliant,None
AUD006945,2026-06-01,S014,SKU0445,12,0,0.0,Non-Compliant,Stock Out
AUD006946,2026-06-01,S014,SKU0446,27,20,74.07,Compliant,None
AUD006947,2026-06-01,S014,SKU0447,25,23,92.0,Compliant,None
AUD006948,2026-06-01,S014,SKU0448,32,18,56.25,Compliant,None
AUD006949,2026-06-01,S014,SKU0449,15,10,66.67,Compliant,None
AUD006950,2026-06-01,S014,SKU0450,37,31,83.78,Compliant,None
AUD006951,2026-06-01,S014,SKU0451,33,28,84.85,Compliant,None
AUD006952,2026-06-01,S014,SKU0452,20,9,45.0,Non-Compliant,Low Visibility
AUD006953,2026-06-01,S014,SKU0453,12,1,8.33,Non-Compliant,Low Visibility
AUD006954,2026-06-01,S014,SKU0454,25,25,100.0,Compliant,None
AUD006955,2026-06-01,S014,SKU0455,25,25,100.0,Compliant,None
AUD006956,2026-06-01,S014,SKU0456,34,22,64.71,Compliant,None
AUD006957,2026-06-01,S014,SKU0457,13,7,53.85,Compliant,None
AUD006958,2026-06-01,S014,SKU0458,35,35,100.0,Compliant,None
AUD006959,2026-06-01,S014,SKU0459,34,18,52.94,Compliant,None
AUD006960,2026-06-01,S014,SKU0460,16,9,56.25,Compliant,None
AUD006961,2026-06-01,S014,SKU0461,24,12,50.0,Compliant,None
AUD006962,2026-06-01,S014,SKU0462,30,25,83.33,Compliant,None
